,category,start,length
0,C,246,510.0
1,P,1112,802.0
2,C,2261,540.0
3,P,2868,3120.0
4,C,6159,686.0
5,P,7067,1749.0
6,B,16598,7603.0
7,C,16598,387.0
8,P,17044,410.0
9,B,31586,14132.0
10,P,31586,484.0
11,B,34555,2485.0
12,C,34555,789.0
13,B,41108,5764.0
14,C,41108,570.0
15,B,47187,5509.0
16,C,47187,576.0
17,B,51809,4046.0
18,C,51809,496.0
19,B,57823,5518.0
20,C,57823,528.0
21,B,59353,1002.0
22,C,59353,1527.0
23,B,65361,4390.0
24,C,65361,875.0
25,B,68627,2391.0
26,P,68627,740.0
27,B,79615,10248.0
28,C,79615,1913.0
29,B,84200,2475.0
30,C,84200,243.0
31,B,86168,1725.0
32,C,86168,222.0
33,B,87125,735.0
34,C,87125,874.0
35,B,93229,5230.0
36,C,93229,555.0
37,B,98251,4467.0
38,C,98251,323.0
39,B,99079,505.0
40,C,99079,612.0
41,B,101169,1478.0
42,C,101169,1172.0
43,B,103777,1436.0
44,C,103777,340.0
45,B,112585,8468.0
46,P,112585,1920.0
47,B,115442,937.0
48,C,115442,503.0
49,B,121081,5136.0
50,C,121081,507.0
51,B,123015,1427.0
52,C,123015,372.0
53,B,125678,2291.0
54,C,125678,310.0
55,B,127047,1059.0
56,C,127047,459.0
57,B,137468,9962.0
58,C,137468,1630.0
59,B,141115,1969.0
60,C,141115,456.0
61,B,145056,3485.0
62,C,145056,485.0
63,B,154640,9099.0
64,C,154640,1230.0
65,B,157163,1147.0
66,C,157163,580.0
67,B,160222,2479.0
68,P,160222,382.0
69,B,164445,3841.0
70,C,164445,296.0
71,B,169775,5034.0
72,P,169775,780.0
73,B,171698,1143.0
74,C,171698,827.0
75,B,176113,3588.0
76,C,176113,297.0
77,B,180349,3939.0
78,C,180349,292.0
79,B,182578,1937.0
80,C,182578,270.0
81,B,185403,2555.0
82,C,185403,162.0
83,B,189580,4015.0
84,C,189580,557.0
85,B,192172,2035.0
86,C,192172,531.0
87,B,195163,2460.0
88,C,195163,605.0
89,B,199763,3995.0
90,C,199763,412.0
91,B,209821,9646.0
92,C,209821,489.0
93,B,219563,9253.0
94,P,219563,910.0
95,B,221705,1232.0
96,C,221705,215.0
97,B,228072,6152.0
98,C,228072,471.0
99,B,232421,3878.0
100,P,232421,351.0
101,C,232791,696.0
102,B,235212,1524.0
103,C,235212,647.0
104,B,236352,493.0
105,C,236352,357.0
106,B,238456,1747.0
107,C,238456,187.0
108,B,242836,4193.0
109,C,242836,2080.0
110,B,246994,1576.0
111,C,246994,218.0
112,B,248075,863.0
113,C,248075,162.0
114,P,248261,711.0
115,C,249029,399.0
116,P,249769,307.0
117,C,250328,207.0
118,P,250783,797.0
119,B,255949,4369.0
120,C,255949,212.0
121,B,256599,438.0
122,C,256599,105.0
123,P,256733,290.0
124,C,257222,502.0
125,B,258057,302.0
126,C,258057,107.0
127,P,258291,74.0
128,C,258511,538.0
129,P,259331,136.0
130,C,259632,75.0
131,P,259722,253.0
132,B,260363,388.0
133,P,260363,263.0
134,C,260658,307.0
135,P,260995,1074.0
136,B,264842,2431.0
137,C,264842,1091.0
138,P,266180,148.0
139,C,266499,2811.0
