,category,start,length
0,B,1077,1077.0
1,P,1077,186.0
2,C,1287,34.0
3,P,1338,410.0
4,C,2055,101.0
5,P,2402,59.0
6,C,2478,25.0
7,P,2518,2418.0
8,C,5315,39.0
9,P,5368,270.0
10,C,5694,153.0
11,P,5878,9803.0
12,C,15952,356.0
13,P,16373,1536.0
14,B,22427,4481.0
15,C,22427,1297.0
16,B,24487,763.0
17,P,24487,1699.0
18,C,26327,202.0
19,P,26645,6895.0
20,C,33908,2394.0
21,P,36385,4672.0
22,C,41256,246.0
23,P,41529,3632.0
24,C,45315,217.0
25,P,45584,4114.0
26,C,49855,209.0
27,P,50102,2317.0
28,B,63079,10660.0
29,P,63079,2172.0
30,C,65510,6701.0
31,B,73459,1069.0
32,P,73459,255.0
33,B,74281,567.0
34,C,74281,1490.0
35,P,75868,3654.0
36,B,79969,447.0
37,P,79969,839.0
38,B,81132,324.0
39,P,81132,2239.0
40,B,85432,2061.0
41,P,85432,745.0
42,B,100151,13974.0
43,C,100151,138.0
44,P,100331,88.0
45,C,100458,859.0
46,B,103563,2246.0
47,C,103563,11727.0
48,P,115837,2751.0
49,C,118756,23430.0
50,B,147921,4216.0
51,C,147921,10562.0
52,P,158933,525.0
53,C,159538,4830.0
54,P,165001,431.0
55,C,165521,5438.0
56,P,171226,1238.0
57,B,174243,1720.0
58,P,174243,1992.0
59,C,176499,1428.0
60,P,177980,2217.0
61,B,181070,823.0
62,P,181070,2569.0
63,B,185395,1647.0
64,P,185395,564.0
65,C,186024,552.0
66,P,186632,408.0
67,B,188232,1192.0
68,P,188232,165.0
69,B,190145,1748.0
70,P,190145,194.0
71,C,190578,161.0
72,P,190794,2500.0
73,B,196887,3593.0
74,C,196887,2122.0
75,P,199106,1347.0
76,C,200531,2116.0
77,P,202765,2044.0
78,C,204974,833.0
79,P,205915,567.0
80,B,209611,3129.0
81,C,209611,2175.0
82,P,211870,770.0
83,C,212710,73.0
84,P,212823,6723.0
85,C,219809,2533.0
86,P,222448,3549.0
87,C,226229,1130.0
88,P,227425,1272.0
89,C,228776,4912.0
90,P,233804,1293.0
91,B,237341,2244.0
92,C,237341,3325.0
93,P,240770,575.0
94,C,241407,257.0
95,P,241728,10662.0
96,B,255433,2465.0
97,P,255433,9825.0
98,C,265829,1258.0
99,P,267181,2560.0
