,category,start,length
0,B,407,407.0
1,C2,407,335.0
2,P,1219,148.0
3,C2,1404,99.0
4,B,2239,736.0
5,P,2239,329.0
6,C2,2672,376.0
7,P,3093,298.0
8,B,9509,6089.0
9,C1,9509,99.0
10,C2,9634,183.0
11,B,10182,340.0
12,C2,10182,173.0
13,B,12898,2543.0
14,C2,12898,10599.0
15,C1,23615,126.0
16,C2,23785,6908.0
17,C1,30767,86628.0
18,B,123957,4736.0
19,C1,123957,35358.0
20,C2,160076,376.0
21,B,168329,7877.0
22,C1,168329,17458.0
23,B,189699,3635.0
24,C2,189699,616.0
25,B,190956,641.0
26,C1,190956,38722.0
27,C2,230504,350.0
28,B,231167,313.0
29,C2,231167,69.0
30,C1,231257,37328.0
