,0,1
0,P,581.0
1,C,171.0
2,P,213.0
3,B,387.0
4,P,2894.0
5,B,562.0
6,P,547.0
7,C,64.0
8,B,868.0
9,C,2556.0
10,B,592.0
11,C,1200.0
12,B,552.0
13,C,126.0
14,B,945.0
15,C,102.0
16,B,515.0
17,C,557.0
18,B,422.0
19,P,502.0
20,C,1006.0
21,B,335.0
22,C,1330.0
23,B,1538.0
24,C,444.0
25,P,254.0
26,B,518.0
27,C,174.0
28,P,967.0
29,B,2132.0
30,C,188.0
31,B,603.0
32,C,407.0
33,B,1929.0
34,P,436.0
35,C,155.0
36,B,1060.0
37,C,1098.0
38,B,384.0
39,P,290.0
40,C,772.0
41,B,480.0
42,P,1607.0
43,C,144.0
44,P,1934.0
45,B,653.0
46,P,220.0
47,C,788.0
48,P,1528.0
49,B,556.0
50,P,687.0
51,C,1696.0
52,P,991.0
53,C,495.0
54,P,1130.0
55,C,4181.0
56,P,608.0
57,C,159.0
58,B,591.0
59,P,453.0
60,C,1225.0
61,B,1001.0
62,C,1098.0
63,P,406.0
64,C,702.0
65,B,337.0
66,C,766.0
67,P,540.0
68,B,413.0
69,P,98.0
70,C,876.0
71,P,346.0
72,C,1849.0
73,P,352.0
74,C,14532.0
75,B,816.0
76,C,3590.0
77,B,930.0
78,C,2428.0
79,P,2087.0
80,C,155.0
81,P,963.0
82,C,5091.0
83,P,1460.0
84,C,6585.0
85,P,574.0
86,B,1613.0
87,C,144.0
88,B,1079.0
89,C,129.0
90,B,1644.0
91,C,684.0
92,P,631.0
93,B,319.0
94,C,117.0
95,P,728.0
96,C,910.0
97,P,330.0
98,C,1694.0
99,P,733.0
100,C,1093.0
101,P,622.0
102,C,116.0
103,P,1424.0
104,B,608.0
105,P,950.0
106,C,475.0
107,B,887.0
108,P,158.0
109,C,1094.0
110,P,544.0
111,C,136.0
112,P,1449.0
113,B,667.0
114,P,758.0
115,C,5815.0
116,P,504.0
117,B,1594.0
118,C,1768.0
119,P,322.0
120,C,1586.0
121,B,327.0
122,C,1518.0
123,P,503.0
124,C,962.0
125,B,5167.0
126,C,3854.0
127,P,812.0
128,C,178.0
129,P,465.0
130,C,1190.0
131,P,583.0
132,C,1262.0
133,P,961.0
134,C,19564.0
