,category,start,length
0,B,4801,4801.0
1,C,4801,7556.0
2,B,13594,964.0
3,C,13594,5957.0
4,B,21905,1947.0
5,C,21905,3477.0
6,B,25776,394.0
7,C,25776,11749.0
8,B,39246,1128.0
9,C,39246,4465.0
10,B,45283,1429.0
11,C,45283,1204.0
12,B,47385,898.0
13,C,47385,25936.0
14,B,76113,1740.0
15,C,76113,18883.0
16,B,97231,1456.0
17,C,97231,5877.0
18,B,104650,1378.0
19,C,104650,2140.0
20,B,108462,1444.0
21,C,108462,3639.0
22,B,114090,1733.0
23,C,114090,9788.0
24,B,125482,1345.0
25,C,125482,32367.0
26,B,162404,2938.0
27,C,162404,2473.0
28,B,166925,1938.0
29,C,166925,2026.0
30,P,169279,251.0
31,C,169553,285.0
32,B,171232,1362.0
33,C,171232,5491.0
34,B,178186,1158.0
35,C,178186,1870.0
