,category,start,length
0,P,100,381.0
1,C,907,71.0
2,P,1002,4417.0
3,C,5831,139.0
4,P,5999,343.0
5,C,6385,396.0
6,P,6814,843.0
7,B,8237,517.0
8,P,8237,12541.0
9,B,21571,502.0
10,P,21571,2731.0
11,B,26427,2125.0
12,C,26427,431.0
13,P,27155,3955.0
14,C,31226,11159.0
15,P,42558,26165.0
16,B,70284,1561.0
17,C,70284,24277.0
18,B,118611,24050.0
19,C,118611,15762.0
20,B,135620,1247.0
21,C,135620,35773.0
22,P,171902,2946.0
23,B,184375,9527.0
24,C,184375,21104.0
25,B,213864,8200.0
26,C,213864,17477.0
27,B,246509,15168.0
28,C,246509,13807.0
