,0,1
0,P,18294.0
1,C,299.0
2,P,136.0
3,B,1015.0
4,P,600.0
5,B,1553.0
6,P,185.0
7,B,638.0
8,C,370.0
9,B,1976.0
10,P,32806.0
11,C,394.0
12,P,435.0
13,B,751.0
14,P,95.0
15,C,369.0
16,B,376.0
17,P,1457.0
18,B,764.0
19,P,12446.0
20,C,415.0
21,B,1077.0
22,P,5813.0
23,C,15722.0
24,P,15861.0
25,B,1343.0
26,C,361.0
27,B,388.0
28,C,4895.0
29,P,3937.0
30,B,1547.0
31,C,737.0
32,B,1291.0
33,P,11242.0
34,B,1794.0
35,P,19717.0
36,C,17876.0
37,B,768.0
38,C,10119.0
39,B,9906.0
40,P,866.0
41,B,341.0
42,P,4318.0
43,B,353.0
44,P,10798.0
45,C,294.0
46,B,839.0
47,C,840.0
48,P,642.0
49,B,313.0
50,C,438.0
51,P,674.0
52,B,447.0
53,P,902.0
54,B,10966.0
55,C,7075.0
56,B,4019.0
57,P,18798.0
