,0,1
0,B,318.0
1,P,3576.0
2,B,2119.0
3,P,3284.0
4,B,3996.0
5,C,4961.0
6,P,9962.0
7,B,10944.0
8,C,1059.0
9,B,4328.0
10,C,3689.0
11,P,2355.0
12,C,2471.0
13,P,1266.0
14,C,8526.0
15,P,1177.0
16,B,3713.0
17,C,3051.0
18,P,2715.0
19,C,5032.0
20,B,1855.0
21,C,5346.0
22,B,8450.0
23,C,7758.0
24,B,2711.0
25,C,3875.0
26,P,6056.0
27,B,5788.0
28,C,3106.0
29,B,3235.0
30,C,5866.0
31,B,439.0
32,P,2059.0
33,B,30004.0
34,C,7239.0
35,P,4685.0
36,C,11954.0
37,B,10964.0
38,C,3254.0
39,P,7976.0
40,B,18692.0
41,C,16817.0
42,P,4588.0
43,C,3301.0
44,B,8778.0
45,C,2526.0
