,category,start,length
0,B,646,646.0
1,C,646,212.0
2,P,888,438.0
3,C,1357,3817.0
4,P,5241,18252.0
5,B,41864,18130.0
6,C,41864,792.0
7,B,43152,496.0
8,C,43152,1431.0
9,B,45082,499.0
10,C,45082,163.0
11,B,60576,15306.0
12,C,60576,577.0
13,B,76933,15780.0
14,C,76933,3830.0
15,B,94427,13664.0
16,C,94427,9829.0
17,B,114167,9911.0
18,C,114167,2427.0
19,B,127980,11386.0
20,P,127980,447.0
21,B,129148,721.0
22,C,129148,2148.0
23,B,136075,4779.0
24,C,136075,10698.0
25,B,163182,16409.0
26,P,163182,286.0
27,B,166701,3233.0
28,C,166701,6282.0
