,0,1
0,B,386.0
1,C,172.0
2,P,31.0
3,C,43.0
4,P,11732.0
5,C,95.0
6,P,5715.0
7,B,14888.0
8,C,5086.0
9,B,1242.0
10,C,10141.0
11,B,410.0
12,C,4489.0
13,B,400.0
14,P,641.0
15,B,1820.0
16,P,1711.0
17,B,656.0
18,C,5977.0
19,B,2901.0
20,P,7765.0
21,C,4428.0
22,P,4149.0
23,C,742.0
24,P,6810.0
25,C,3151.0
26,B,361.0
27,C,117.0
28,P,72.0
29,C,117.0
30,P,1350.0
31,B,906.0
32,P,12402.0
33,C,3076.0
34,B,322.0
35,C,11706.0
36,P,1663.0
37,B,8041.0
38,C,7935.0
39,P,5382.0
40,B,1407.0
41,C,184.0
42,P,5471.0
43,B,654.0
44,C,76.0
45,B,1723.0
46,P,58.0
47,C,325.0
48,B,485.0
49,C,93.0
50,B,316.0
51,C,91.0
52,B,2596.0
53,C,412.0
54,B,951.0
55,C,835.0
56,P,766.0
57,B,7351.0
58,C,4575.0
