,category,start,length
0,B,578,578.0
1,C,578,62.0
2,P,662,54.0
3,C,927,205.0
4,P,1174,582.0
5,C,1856,293.0
6,B,4735,2586.0
7,C,4735,7919.0
8,B,41018,28364.0
9,C,41018,2803.0
10,B,83301,39480.0
11,C,83301,10346.0
12,B,125128,31437.0
13,C,125128,972.0
14,B,140421,14321.0
15,C,140421,369.0
16,B,144396,3606.0
17,C,144396,98.0
18,B,146147,1653.0
19,C,146147,259.0
20,P,146445,620.0
21,C,147094,299.0
22,P,147700,51.0
23,C,147773,46.0
24,B,150713,2894.0
25,C,150713,259.0
26,B,155313,4319.0
27,C,155313,15539.0
28,B,171714,862.0
29,C,171714,1440.0
