,start,end,length,delta_x,delta_y,original_angle,angle,interval
112,123859,125163,1304,0.017852135963238425,-4.669167736994396,-89.7809358927598,-70.30140049737888,69
113,125302,126199,897,-0.8453877415670803,-0.24610133745952112,16.23083819229773,-80.1371711518817,139
114,126305,126590,285,-3.372308977205819,-3.038090374437658,42.0154756941881,45.72152966747047,106
115,126683,127069,386,-4.832806365163364,-1.7255457353914636,19.649023664452184,-11.655403899478099,93
116,127983,128142,159,2.1787751774184017,0.4648036507209383,12.042531868926066,43.77208565946989,914
117,129231,129449,218,3.820238070756375,-8.785922185559315,-66.49994307703817,-74.51955831570895,1089
118,129494,129580,86,-1.138956529671475,-3.019225990622104,69.33178874229182,69.34950028940878,45
119,129606,129672,66,3.930670046639449,-0.32922615748837813,-4.787820504224158,72.27014068711745,26
120,129710,129828,118,-3.1108301774160054,-2.8898057179173975,42.89054917378874,46.51366678467468,38
121,129848,129997,149,1.9449259510695072,-0.31082099509539773,-9.07973047231146,80.55284568129835,20
122,130050,130166,116,0.05465809837932056,-1.8001257465580807,-88.2608345648591,65.02966634229452,53
123,130540,130709,169,-2.423761258225568,-0.5708999351736566,13.254029604741836,-2.4650736612794715,374
124,130846,130953,107,-5.608983920453596,-1.9172295788598746,18.871149559767975,-5.64508767699794,137
125,131046,131225,179,-1.811495215813693,0.25210176443818,-7.922838881466277,65.01011141693813,93
126,131684,131971,287,-0.9944127679518431,-3.4895627711661206,74.09415832820021,55.35844697299293,459
127,131998,132137,139,-2.3572826564404323,-1.2227110743274494,27.4155505748331,1.5067343871939023,27
128,132395,132510,115,-2.1588465961969803,-0.4145704857238002,10.870366715425167,-10.246355775983671,258
129,132721,135249,2528,-5.217439005780207,-0.977606239446331,10.612615500857245,35.065045394482404,211
130,135630,141506,5876,-4.6300525231737595,-3.4231094887165483,36.476410222574856,34.721180816415114,381
131,141576,141932,356,-0.05933953855854668,-3.5939304135446406,89.05407288887447,79.4603541915752,70
132,141959,146879,4920,-6.342418457732535,-2.2419815999018624,19.467992911004945,-4.457030023688988,27
133,146950,152283,5333,-5.648168735466228,-2.9286760975389114,27.40754355890505,2.006544693220989,71
134,152346,154037,1691,-12.250443344320473,-2.261661116435363,10.460093656875522,12.645467869214276,63
135,158491,158678,187,-2.8367393763527815,-2.731622672963539,43.91852790116883,45.036240852708104,4454
136,158871,158998,127,-3.079098195218606,-0.32632978194733653,6.049752827087742,11.899214325795857,193
137,159136,159416,280,0.9541464851838555,1.465130794557382,56.92636109628712,-88.3317463547141,138
138,160236,164268,4032,-2.9780574798429598,-4.513736553507982,56.58410822752414,84.31979348424252,820
139,170706,172678,1972,-4.029983396016519,-1.2076734699656981,16.682005106502725,-17.422177269043107,6438
140,172731,174774,2043,-2.876382968094447,1.2845771992301565,-24.065282507142385,-30.57723275653779,53
141,174844,176638,1794,-1.2073324804990335,-1.849993429942998,56.870952026340916,56.86145508394998,70
142,179274,182148,2874,-2.5286431156870606,-1.4572199214275656,29.95421632051583,9.854185152919461,2636
143,182198,182386,188,-0.5085373647553553,-2.1653910075911256,76.7837118581471,78.14047277976135,50
144,182509,182584,75,0.9520483849895243,1.459078783182818,56.875566226547704,76.13124655085215,123
145,182604,182731,127,-1.7239399393731816,2.1107561379989193,-50.760096568599145,-21.174823067283565,20
146,183080,183223,143,0.2659523124813603,-4.482734490990339,-86.60472766521264,74.00291606150125,349
147,183238,183336,98,2.5599991480115563,-4.448789389516634,-60.082273886792294,-56.701779109851856,15
148,183804,184009,205,-1.7922748796410701,-1.7397512681866942,44.14803590456927,63.57437970910053,468
149,184230,184321,91,-2.021716430207377,-1.6852360470846008,39.81347048847389,68.47325566906412,221
150,184342,184993,651,-12.00254461762033,-3.204719330249418,14.94942420524894,3.5693851638596747,21
151,185088,185389,301,0.2923904518509204,-1.4242917077748416,-78.39902139095804,-54.77279216276297,95
152,185419,185687,268,-2.4129370916157313,-0.8950243809374996,20.35119520610887,-4.759258209202119,30
153,186113,188532,2419,-3.320072651862546,-5.080811295711314,56.837261070771255,73.68833319184425,426
154,188584,192184,3600,0.5452431685449852,-2.350251057672395,-76.93879769628063,86.78510812533305,52
155,192227,193746,1519,-1.4873893963462592,-1.9074605066757186,52.05379672496098,20.21576197626053,43
156,196111,198368,2257,-1.7381150290096343,-1.3890283897091678,38.630376848453494,79.45015212229973,2365
157,199986,200332,346,1.2979093811526639,-1.48454971454224,-48.83750768982273,-74.80164670394849,1618
158,201128,201359,231,0.2779293062999528,-3.6873544958616833,-85.6895593878885,-88.80519423336709,796
159,205576,207821,2245,-2.819364674417841,-1.5785019128746,29.243530388633275,-9.328328417398096,4217
160,207875,208515,640,-2.5235087337496083,-2.255656883568122,41.79217183949346,27.352142759243847,54
161,218298,220854,2556,-3.2607877282554654,-1.0719346359249187,18.19749741457607,-1.627148864701969,9783
162,220926,221732,806,-0.6484852671406429,-0.7511759485085179,49.19617214611843,-85.81248134756598,72
163,221985,222434,449,-0.8780099105780863,-1.364719724365358,57.24427816275748,62.478867611718286,253
164,223981,224350,369,-2.1098843708891195,-4.109858365056894,62.82532575921131,58.28687351614396,1547
165,229814,231586,1772,0.2062647256171175,-3.5941358154173173,-86.71544147889419,-75.54625243786035,5464
166,231663,233579,1916,1.624773226118279,-1.5721992271812724,-44.05785964767968,-5.7605443238925655,77
167,235256,236141,885,-3.569407628412236,-3.916167945519504,47.652262243783774,36.86792310004213,1677
168,237120,239781,2661,-5.0992085696345555,-1.9219705780068779,20.652202139870717,8.097216552947264,979
169,243231,244791,1560,-2.119251046300235,-0.9792227860406229,24.799806777136325,-8.127881317838748,3450
170,244863,245081,218,-1.465050156999368,-1.3672861783319235,43.0231018811035,33.821756834741265,72
171,245783,246199,416,0.3654471707764202,-1.6915302092665172,-77.80888639687718,40.436657183993375,702
172,257594,257714,120,-4.760332477211392,-3.354223813003969,35.169276914675066,28.099811752731622,11395
173,257731,257959,228,-6.532946960848449,-0.469950385375725,4.1145094974096565,-38.06622239316648,17
174,257990,258364,374,-4.270137134228179,-3.2969673604775096,37.67168399317413,52.91209164355009,31
175,259509,265720,6211,-3.8561101815114824,-4.121568607034376,46.90582223162895,46.729204779550315,1145
176,267916,270495,2579,0.16052672085420738,-1.9242422054550588,-85.23123664157026,85.33897633024291,2196
