,category,start,length
0,C,155,201.0
1,P,482,51.0
2,B,1142,609.0
3,P,1142,69.0
4,B,1739,528.0
5,P,1739,4473.0
6,C,6599,175.0
7,P,6983,1138.0
8,C,8185,1155.0
9,P,9484,2422.0
10,C,12018,1246.0
11,B,13736,472.0
12,P,13736,1249.0
13,B,15526,541.0
14,P,15526,1875.0
15,C,17489,1755.0
16,B,19621,377.0
17,P,19621,3273.0
18,C,22976,1272.0
19,P,24550,1922.0
20,B,27841,1369.0
21,P,27841,765.0
22,B,29799,1193.0
23,C,29799,1929.0
24,P,31899,146.0
25,C,32104,4804.0
26,P,37271,2074.0
27,C,39409,2724.0
28,B,45005,2783.0
29,C,45005,762.0
30,B,50348,4581.0
31,C,50348,1482.0
32,P,52030,1963.0
33,B,54345,352.0
34,C,54345,1361.0
35,B,65143,9437.0
36,C,65143,2366.0
37,B,68196,654.0
38,C,68196,206.0
39,P,68452,866.0
40,B,70429,1111.0
41,C,70429,1412.0
42,B,77356,5515.0
43,C,77356,1810.0
44,B,79488,322.0
45,P,79488,2421.0
46,C,81976,1182.0
47,B,88371,5186.0
48,C,88371,940.0
49,B,94796,5385.0
50,C,94796,155.0
51,B,137465,42514.0
52,C,137465,1000.0
53,B,140620,2155.0
54,C,140620,787.0
55,B,145429,4022.0
56,C,145429,1634.0
57,B,147398,335.0
58,P,147398,1111.0
59,B,153449,4940.0
60,P,153449,918.0
61,B,157290,2923.0
62,P,157290,475.0
63,B,159961,2196.0
64,C,159961,4286.0
