,category,start,length
0,B,431,431.0
1,P,431,151.0
2,C,749,1464.0
3,B,3923,1710.0
4,C,3923,607.0
5,B,4903,373.0
6,P,4903,3146.0
7,C,8249,1213.0
8,B,11340,1878.0
9,P,11340,5041.0
10,C,16484,1222.0
11,B,26767,9061.0
12,C,26767,4312.0
13,B,36177,5098.0
14,P,36177,1290.0
15,B,43970,6503.0
16,C,43970,2778.0
17,B,48675,1927.0
18,C,48675,1023.0
19,B,60480,10782.0
20,C,60480,2717.0
21,B,70931,7619.0
22,C,70931,3992.0
23,B,76806,1720.0
24,C,76806,6666.0
25,B,90994,7491.0
26,C,90994,1383.0
27,B,94645,2268.0
28,C,94645,1006.0
29,B,104436,8727.0
30,C,104436,208.0
31,B,106124,1480.0
32,C,106124,567.0
33,B,111960,5269.0
34,C,111960,3479.0
35,B,121720,6281.0
36,C,121720,2131.0
37,B,134558,10643.0
38,P,134558,1991.0
39,C,136608,11648.0
40,B,151547,2757.0
41,C,151547,1534.0
42,B,153396,315.0
43,C,153396,1765.0
44,B,157167,2006.0
45,C,157167,2685.0
46,B,160184,332.0
47,C,160184,15139.0
