,category,start,length
0,P,209,694.0
1,C2,1089,38.0
2,P,1140,137.0
3,C2,1364,29.0
4,P,1408,223.0
5,B,2009,322.0
6,P,2009,1125.0
7,C2,3457,37.0
8,P,3512,107.0
9,C1,3642,52.0
10,P,3709,2683.0
11,C1,6647,72.0
12,P,6744,244.0
13,C1,7286,159.0
14,B,7887,442.0
15,P,7887,11951.0
16,B,20901,677.0
17,P,20901,2036.0
18,C1,23041,359.0
19,P,23432,322.0
20,C1,24009,356.0
21,B,40938,16573.0
22,P,40938,7010.0
23,B,58863,10915.0
24,C2,58863,2196.0
25,B,64113,3054.0
26,C1,64113,5995.0
27,P,70258,4745.0
28,C2,75115,3853.0
29,C1,79054,133.0
30,P,79214,3868.0
31,C2,83182,705.0
32,C1,83959,5903.0
33,C2,89913,4199.0
34,B,97867,3755.0
35,P,97867,7335.0
36,B,120213,14913.0
37,C2,120213,2836.0
38,B,129222,6173.0
39,C2,129222,7383.0
40,B,147131,10448.0
41,P,147131,350.0
42,B,149057,1576.0
43,C2,149057,916.0
44,B,157124,7151.0
45,P,157124,3054.0
46,B,165119,4941.0
47,C1,165119,3102.0
48,B,168657,436.0
49,P,168657,165.0
50,B,173148,4326.0
51,C2,173148,135.0
52,B,176743,3460.0
53,C2,176743,929.0
54,B,182802,5130.0
55,C1,182802,2704.0
56,C2,185574,1538.0
57,B,198382,11270.0
58,P,198382,222.0
59,B,199280,676.0
60,C2,199280,10217.0
61,B,210094,522.0
62,P,210094,4977.0
63,C2,215182,5175.0
64,C1,220423,1679.0
65,B,240788,18686.0
66,C2,240788,275.0
67,B,241429,366.0
68,P,241429,4163.0
69,C2,245720,2597.0
70,B,249596,1235.0
71,P,249596,2223.0
72,C1,251897,79.0
73,B,253861,1885.0
74,P,253861,7787.0
75,B,262375,727.0
76,C1,262375,1554.0
