,category,start,length
0,B,871,871.0
1,C1,871,51.0
2,P,939,1500.0
3,C1,2834,42.0
4,P,2904,1387.0
5,C1,4350,64.0
6,P,4437,1700.0
7,C1,6261,86.0
8,P,6385,748.0
9,B,7973,840.0
10,C2,7973,99.0
11,C1,8115,413.0
12,B,12524,3951.0
13,C2,12524,1381.0
14,P,13961,647.0
15,B,15722,1114.0
16,P,15722,7144.0
17,B,24535,1351.0
18,P,24535,3914.0
19,B,31295,2816.0
20,P,31295,322.0
21,B,34154,2537.0
22,C2,34154,4286.0
23,C1,38555,977.0
24,P,39584,206.0
25,B,40915,1125.0
26,P,40915,1086.0
27,B,44945,2944.0
28,C1,44945,789.0
29,B,49091,3357.0
30,P,49091,3514.0
31,C1,52809,232.0
32,P,53350,454.0
33,B,58757,4920.0
34,P,58757,84.0
35,B,59203,362.0
36,P,59203,342.0
37,B,59884,302.0
38,P,59884,296.0
39,C1,60268,200.0
40,C2,60522,63.0
41,P,60655,199.0
42,B,62586,1732.0
43,C1,62586,150.0
44,B,66347,3611.0
45,C1,66347,416.0
46,C2,66817,80.0
47,P,66945,1076.0
48,B,68407,386.0
49,C1,68407,4666.0
50,P,73211,3841.0
51,C2,77142,1599.0
52,P,78815,2861.0
53,C2,81735,1419.0
54,B,99781,16551.0
55,P,99781,1032.0
56,B,111664,10851.0
57,C1,111664,546.0
58,B,128499,16289.0
59,P,128499,6604.0
60,C2,135282,9196.0
61,B,151740,7057.0
62,C2,151740,785.0
63,B,153657,1132.0
64,P,153657,1847.0
65,C2,155556,11961.0
66,B,174481,6845.0
67,C2,174481,5019.0
68,B,181530,1976.0
69,P,181530,1362.0
70,B,185167,2275.0
71,C2,185167,1510.0
72,B,189313,2636.0
73,C2,189313,4435.0
74,B,197024,3276.0
75,P,197024,4961.0
76,C2,202072,7085.0
77,B,224207,15050.0
78,C1,224207,72.0
79,P,224317,4498.0
80,B,250101,21286.0
81,C2,250101,250.0
82,P,250392,2005.0
83,B,256009,3612.0
84,P,256009,649.0
85,B,258242,1584.0
86,P,258242,3250.0
87,B,264831,3339.0
88,C2,264831,344.0
89,P,265237,639.0
