,category,start,length
0,P,295,224.0
1,B,1306,787.0
2,P,1306,17039.0
3,C,18893,4388.0
4,B,25264,1983.0
5,P,25264,2534.0
6,C,27853,930.0
7,P,28833,22316.0
8,C,51312,11800.0
9,B,77555,14443.0
10,C,77555,10330.0
11,B,111518,23633.0
12,C,111518,15262.0
13,P,126949,636.0
14,B,132481,4896.0
15,P,132481,11851.0
16,B,145808,1215.0
17,P,145808,4415.0
18,C,150329,16325.0
19,B,167436,782.0
20,C,167436,9970.0
21,B,210945,33539.0
22,P,210945,587.0
23,B,215811,4279.0
24,C,215811,2988.0
25,B,220884,2085.0
26,C,220884,6022.0
27,B,252939,25974.0
28,P,252939,11352.0
29,C,264460,5854.0
