,category,start,length
0,B,667,667.0
1,P,667,16318.0
2,B,26456,9112.0
3,P,26456,4166.0
4,B,31929,1307.0
5,C,31929,2442.0
6,P,34796,11341.0
7,C,46516,3311.0
8,B,55039,5212.0
9,P,55039,3679.0
10,B,72693,13975.0
11,C,72693,6913.0
12,B,89602,9996.0
13,C,89602,197.0
14,P,89850,2339.0
15,B,92608,419.0
16,P,92608,3095.0
17,B,96197,494.0
18,P,96197,384.0
19,B,97482,901.0
20,C,97482,199.0
21,P,97723,349.0
22,C,98133,1382.0
23,B,100216,701.0
24,C,100216,14836.0
25,B,115555,503.0
26,P,115555,16612.0
27,C,132320,3620.0
28,B,136296,356.0
29,C,136296,460.0
30,B,137707,951.0
31,P,137707,23923.0
32,C,161898,13781.0
33,P,175777,9905.0
34,C,185775,2130.0
35,B,190275,2370.0
36,C,190275,29144.0
37,B,220125,399.0
38,P,220125,16005.0
39,C,236315,3952.0
40,B,240944,677.0
41,C,240944,29230.0
