,x0,y0,rlong,rshort,radius_ratio,roll_x0,roll_y0
0,,,,,,,
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,80.75669851207562,93.56122904469458,23.695053991121743,20.431435275493023,0.8622658248910697,,
5,80.4742591748863,93.63307257585495,23.62676177454805,20.378981582615626,0.8625380734387774,,
6,80.4951658785922,93.66321718102017,23.68088552888451,20.410234315966274,0.8618894131695011,,
7,80.51607258229812,93.69336178618539,23.735009283220965,20.441487049316923,0.8612407529002246,,
8,80.53697928600403,93.72350639135061,23.789133037557423,20.47273978266757,0.8605920926309483,,
9,80.62286298538992,93.48530755726992,23.733284016413403,20.48114223213006,0.862971269292769,,
10,80.60876564713853,93.583031737321,23.740762454247477,20.49444301440916,0.8632594990531064,,
11,80.59466830888712,93.68075591737205,23.74824089208155,20.507743796688263,0.8635477288134437,,
12,80.58057097063573,93.77848009742313,23.755719329915625,20.521044578967363,0.863835958573781,,
13,80.60799431534828,93.74389824136065,23.764978194987464,20.51237263662204,0.8631350488764666,80.57940376612558,93.65458605298525
14,80.63541766006084,93.70931638529817,23.774237060059306,20.503700694276716,0.8624341391791522,80.56727568092411,93.6693947870456
15,80.66284100477338,93.67473452923569,23.783495925131145,20.495028751931393,0.8617332294818378,80.5861338639128,93.67356098238369
16,80.6164138375097,93.60252515707612,23.77515544791497,20.554325299760272,0.8645305674624533,80.59825865980457,93.66749177998926
17,80.569986670246,93.53031578491654,23.766814970698793,20.613621847589155,0.8673279054430688,80.60365006859935,93.65118717986239
18,80.58842550328308,93.56368451289504,23.806732605713293,20.630064977778755,0.8665681386745816,80.60879469032726,93.63520499201682
19,80.60686433632014,93.59705324087352,23.84665024072779,20.64650810796836,0.8658083719060943,80.60719482542028,93.6463795603772
20,80.62530316935722,93.63042196885202,23.886567875742287,20.66295123815796,0.865048605137607,80.60884857764215,93.65111858353029
21,80.6437420023943,93.66379069683052,23.926485510756788,20.67939436834756,0.8642888383691197,80.61375594699287,93.64942206147614
22,80.64204242192714,93.65322582646695,23.94157573750165,20.697755187951174,0.8645098690104455,80.619903092122,93.63689663438052
23,80.64034284145998,93.64266095610337,23.956665964246515,20.71611600755479,0.8647308996517712,80.62313794473317,93.62677290585479
24,80.63864326099282,93.6320960857398,23.97175619099138,20.734476827158403,0.8649519302930969,80.62346050482638,93.61905087589896
25,80.63694368052566,93.62153121537622,23.986846417736242,20.752837646762018,0.8651729609344226,80.62087077240162,93.613730544513
26,80.63524410005849,93.61096634501266,24.001936644481106,20.77119846636563,0.8653939915757483,80.62275379865648,93.61457466330667
27,80.63354451959133,93.60040147464908,24.01702687122597,20.789559285969244,0.865615022217074,80.62910958359102,93.62158323227992
28,80.63184493912416,93.58983660428551,24.032117097970833,20.807920105572858,0.8658360528583997,80.63345152717513,93.62419844141895
