,category,start,length
0,P,108,666.0
1,B,1258,377.0
2,P,1258,579.0
3,B,2517,534.0
4,P,2517,73.0
5,C1,2707,67.0
6,C2,2794,172.0
7,P,3011,223.0
8,B,4088,854.0
9,C1,4088,292.0
10,P,4422,258.0
11,B,6991,2286.0
12,C2,6991,298.0
13,P,7434,223.0
14,B,8166,509.0
15,P,8166,111.0
16,C1,8368,180.0
17,P,8657,67.0
18,C1,8822,160.0
19,C2,9263,138.0
20,C1,9541,115.0
21,B,10094,438.0
22,P,10094,98.0
23,C2,10204,198.0
24,P,10633,125.0
25,C2,10787,250.0
26,P,11161,3605.0
27,C2,14899,111.0
28,P,15031,3885.0
29,C2,19182,106.0
30,P,19315,668.0
31,B,22730,2690.0
32,C2,22730,154.0
33,P,22907,449.0
34,B,23920,510.0
35,C2,23920,279.0
36,P,24478,217.0
37,B,25211,426.0
38,C1,25211,131.0
39,P,25578,159.0
40,B,26362,434.0
41,C2,26362,404.0
42,P,26816,102.0
43,B,28113,1195.0
44,P,28113,5080.0
45,C2,33610,55.0
46,P,33683,8505.0
47,C2,42475,1488.0
48,B,45470,1507.0
49,P,45470,8161.0
50,B,54210,444.0
51,C2,54210,201.0
52,C1,54675,168.0
53,B,55297,454.0
54,C2,55297,340.0
55,C1,55928,161.0
56,B,57461,1290.0
57,P,57461,3270.0
58,B,63194,2368.0
59,P,63194,4162.0
60,C2,67436,1298.0
61,B,70619,1885.0
62,P,70619,8969.0
63,C2,79828,300.0
64,B,80430,302.0
65,P,80430,426.0
66,C1,81038,358.0
67,B,82522,931.0
68,C2,82522,108.0
69,C1,82654,107.0
70,C2,82796,81.0
71,P,83071,248.0
72,C2,83510,201.0
73,P,84062,97.0
74,C2,84291,163.0
75,P,84479,307.0
76,B,85306,520.0
77,P,85306,1978.0
78,B,88139,855.0
79,C2,88139,3139.0
80,P,91366,455.0
81,B,93009,1188.0
82,P,93009,8644.0
83,B,106660,4879.0
84,P,106660,241.0
85,C1,106920,191.0
86,P,107134,4611.0
87,B,117952,6207.0
88,P,117952,5838.0
89,C1,123859,1304.0
90,P,125302,897.0
91,C2,126305,285.0
92,P,126683,386.0
93,B,127983,914.0
94,P,127983,159.0
95,B,129231,1089.0
96,C1,129231,218.0
97,C2,129494,86.0
98,P,129606,66.0
99,C2,129710,118.0
100,P,129848,149.0
101,C1,130050,116.0
102,B,130540,374.0
103,P,130540,455.0
104,B,131684,459.0
105,C2,131684,287.0
106,P,131998,2782.0
107,B,135630,381.0
108,C2,135630,6232.0
109,P,141959,11944.0
110,B,158491,4454.0
111,C2,158491,187.0
112,P,158871,127.0
113,C2,159136,280.0
114,B,160236,820.0
115,C2,160236,4032.0
116,B,170706,6438.0
117,P,170706,1972.0
118,C1,172731,2043.0
119,C2,174844,1794.0
120,B,179274,2636.0
121,P,179274,2874.0
122,C2,182198,263.0
123,C1,182604,127.0
124,B,183080,349.0
125,C1,183080,241.0
126,B,183804,468.0
127,C2,183804,296.0
128,P,184342,651.0
129,C1,185088,301.0
130,P,185419,268.0
131,B,186113,426.0
132,C2,186113,2419.0
133,C1,188584,3600.0
134,C2,192227,1519.0
135,B,196111,2365.0
136,C2,196111,2257.0
137,B,199986,1618.0
138,C1,199986,346.0
139,B,201128,796.0
140,C1,201128,231.0
141,B,205576,4217.0
142,P,205576,2245.0
143,C2,207875,640.0
144,B,218298,9783.0
145,P,218298,2556.0
146,C2,220926,1255.0
147,B,223981,1547.0
148,C2,223981,369.0
149,B,229814,5464.0
150,C1,229814,3688.0
151,B,235256,1677.0
152,C2,235256,885.0
153,B,237120,979.0
154,P,237120,2661.0
155,B,243231,3450.0
156,P,243231,1560.0
157,C2,244863,218.0
158,B,245783,702.0
159,C1,245783,416.0
160,B,257594,11395.0
161,C2,257594,120.0
162,P,257731,228.0
163,C2,257990,374.0
164,B,259509,1145.0
165,C2,259509,6211.0
166,B,267916,2196.0
167,C1,267916,2579.0
