,0,1
0,P,108.0
1,C1,195.0
2,C2,191.0
3,P,101.0
4,B,682.0
5,C1,77.0
6,C2,115.0
7,C1,304.0
8,P,130.0
9,C2,102.0
10,P,86.0
11,B,445.0
12,C2,237.0
13,P,172.0
14,B,344.0
15,C1,140.0
16,C2,430.0
17,P,138.0
18,C1,474.0
19,B,417.0
20,P,125.0
21,C1,132.0
22,P,121.0
23,C1,178.0
24,P,564.0
25,B,640.0
26,C2,191.0
27,P,216.0
28,B,1023.0
29,C1,110.0
30,C2,4675.0
31,B,313.0
32,C2,170.0
33,P,437.0
34,B,1211.0
35,C2,361.0
36,P,102.0
37,B,552.0
38,C2,146.0
39,B,741.0
40,C2,327.0
41,P,152.0
42,B,339.0
43,C1,300.0
44,P,297.0
45,B,1001.0
46,P,263.0
47,B,452.0
48,P,922.0
49,B,1257.0
50,C2,342.0
51,B,1424.0
52,C2,172.0
53,B,341.0
54,P,80.0
55,B,441.0
56,C2,166.0
57,B,5489.0
58,C2,104.0
59,P,315.0
60,B,767.0
61,C2,384.0
62,P,93.0
63,B,1069.0
64,P,221.0
65,C2,70.0
66,B,2514.0
67,P,787.0
68,B,1978.0
69,C1,1372.0
70,B,425.0
71,C1,512.0
72,B,2642.0
73,C1,865.0
74,C2,2391.0
75,B,409.0
76,C2,395.0
77,B,487.0
78,C1,304.0
79,B,552.0
80,P,278.0
81,B,360.0
82,C1,180.0
83,C2,89.0
84,P,139.0
85,B,1780.0
86,P,184.0
87,B,302.0
88,C1,1813.0
89,B,646.0
90,C1,1069.0
91,B,3209.0
92,P,587.0
93,C2,642.0
94,C1,1937.0
95,B,4156.0
96,P,588.0
97,B,9199.0
98,C1,51.0
99,C2,103.0
100,B,4271.0
101,C2,3128.0
102,B,4211.0
103,C1,1681.0
104,C2,179.0
105,C1,248.0
106,B,6351.0
107,C2,210.0
108,B,9455.0
109,C1,2040.0
110,B,11483.0
111,P,130.0
112,C2,288.0
113,B,1105.0
114,C1,262.0
115,B,2214.0
116,C2,431.0
117,B,1869.0
118,C2,309.0
119,B,2512.0
120,C1,260.0
121,P,291.0
122,C2,206.0
123,B,2944.0
124,C1,289.0
125,B,416.0
126,C1,288.0
127,P,363.0
128,B,5969.0
129,C1,504.0
130,C2,417.0
131,B,1351.0
132,C1,308.0
133,P,403.0
134,B,3037.0
135,P,856.0
136,B,2954.0
137,P,2536.0
138,B,3576.0
139,C2,298.0
140,P,350.0
141,C2,758.0
142,B,306.0
143,C2,200.0
144,C1,300.0
145,B,588.0
146,C1,487.0
147,B,905.0
148,C1,245.0
149,C2,2439.0
150,B,711.0
151,P,863.0
152,B,1076.0
153,C2,3120.0
154,B,2055.0
155,P,4964.0
156,C1,239.0
157,P,2818.0
158,B,830.0
159,C2,162.0
160,B,1964.0
161,P,4677.0
162,B,4639.0
163,C2,2994.0
164,B,527.0
165,C1,275.0
166,C2,2046.0
167,C1,1504.0
168,C2,1844.0
169,P,4649.0
170,C2,3988.0
171,B,1714.0
172,C2,598.0
173,B,322.0
174,C1,634.0
175,P,850.0
176,B,5180.0
177,P,362.0
178,C2,380.0
179,B,1400.0
180,P,680.0
181,B,3094.0
182,P,1247.0
183,C2,258.0
184,B,1426.0
185,C2,118.0
186,P,1897.0
187,B,3742.0
188,P,7070.0
189,C2,718.0
190,P,266.0
191,C2,670.0
192,B,874.0
193,C1,1447.0
194,B,1723.0
195,C2,1130.0
196,C1,206.0
197,P,310.0
198,B,2220.0
199,P,8281.0
200,C2,966.0
201,P,1951.0
