,0,1
0,C2,254.0
1,P,92.0
2,C2,230.0
3,P,84.0
4,B,854.0
5,C2,1075.0
6,B,899.0
7,P,1066.0
8,B,4981.0
9,C2,526.0
10,B,654.0
11,C2,319.0
12,C1,423.0
13,C2,168.0
14,B,9019.0
15,C2,155.0
16,C1,395.0
17,C2,3104.0
18,B,5813.0
19,C2,295.0
20,C1,95.0
21,B,783.0
22,P,2026.0
23,B,3267.0
24,C1,3053.0
25,B,1915.0
26,P,1950.0
27,B,10131.0
28,C1,387.0
29,B,359.0
30,C2,285.0
31,B,2405.0
32,C2,2259.0
33,B,2056.0
34,C1,7879.0
35,B,317.0
36,P,8680.0
37,B,1321.0
38,C1,372.0
39,B,3376.0
40,P,477.0
41,C2,1230.0
42,B,2925.0
43,C2,510.0
44,P,534.0
45,B,973.0
46,C2,2934.0
47,B,872.0
48,C1,1088.0
49,P,1369.0
50,B,23882.0
51,C1,2020.0
52,B,4727.0
53,C2,855.0
54,B,4186.0
55,C2,4962.0
56,B,509.0
57,P,277.0
58,B,3962.0
59,C2,664.0
60,B,15681.0
61,P,4096.0
62,C1,1325.0
63,B,11093.0
64,P,1685.0
65,C2,3791.0
66,B,900.0
67,C2,178.0
68,B,1223.0
69,C2,3015.0
70,P,1165.0
71,B,7723.0
72,P,2125.0
73,C1,1857.0
74,B,9375.0
75,P,1407.0
76,B,19226.0
77,C1,6345.0
78,B,3388.0
79,C1,1013.0
80,B,5140.0
81,C2,959.0
82,B,3869.0
83,C1,1907.0
84,B,866.0
85,C2,1845.0
86,B,1603.0
87,C1,751.0
88,C2,157.0
89,C1,3246.0
90,B,1522.0
91,P,357.0
92,B,531.0
93,C1,413.0
94,B,1183.0
95,P,6898.0
96,C1,1351.0
97,B,425.0
98,C1,313.0
99,B,12614.0
100,C1,216.0
101,B,9377.0
102,P,3622.0
103,B,25372.0
104,C2,193.0
105,C1,362.0
106,B,2656.0
107,C2,2331.0
108,C1,1661.0
109,B,3501.0
110,C1,4028.0
111,B,845.0
112,C1,1426.0
113,B,1866.0
114,C1,2384.0
115,B,3154.0
116,C1,1769.0
117,P,3526.0
118,C1,9969.0
119,B,4792.0
120,C1,2473.0
121,B,15902.0
122,C1,12130.0
123,B,14621.0
124,C1,1178.0
125,B,7108.0
126,C1,2497.0
127,B,10448.0
128,C1,1499.0
129,B,10610.0
130,C1,324.0
131,B,407.0
132,P,262.0
133,B,482.0
134,C2,456.0
135,B,571.0
136,C2,634.0
137,P,466.0
138,C1,657.0
139,C2,179.0
140,B,559.0
141,C2,609.0
142,B,927.0
143,P,1727.0
144,C1,520.0
145,B,2389.0
146,C2,869.0
147,B,1147.0
148,C1,1231.0
149,B,3212.0
150,P,206.0
151,C2,213.0
152,C1,3687.0
153,B,1086.0
154,P,1282.0
155,B,3329.0
156,C2,166.0
157,P,816.0
158,B,884.0
159,C1,582.0
160,B,39613.0
161,P,3067.0
162,B,9467.0
163,P,1826.0
164,B,6381.0
165,C2,348.0
