,category,start,length
0,C,82,177.0
1,P,298,1684.0
2,C,2314,127.0
3,P,2566,730.0
4,B,3750,398.0
5,P,3750,5888.0
6,C,9997,139.0
7,B,11734,1598.0
8,C,11734,101.0
9,P,11866,4298.0
10,C,16374,631.0
11,P,17061,89.0
12,C,17175,782.0
13,B,18642,685.0
14,P,18642,4692.0
15,C,23474,3860.0
16,P,27452,304.0
17,C,28022,716.0
18,B,29200,393.0
19,C,29200,207.0
20,B,29802,395.0
21,P,29802,1447.0
22,B,31759,364.0
23,P,31759,468.0
24,C,32437,175.0
25,P,32812,396.0
26,C,33279,9626.0
27,B,43528,623.0
28,P,43528,429.0
29,C,44009,435.0
30,B,45198,714.0
31,C,45198,9334.0
32,B,55244,471.0
33,C,55244,27709.0
34,B,84057,409.0
35,C,84057,3032.0
36,B,87680,436.0
37,P,87680,495.0
38,C,88194,1208.0
39,B,90385,959.0
40,C,90385,37857.0
41,B,158802,29815.0
42,P,158802,122.0
43,C,159032,329.0
44,B,159717,356.0
45,C,159717,396.0
46,B,161092,979.0
47,C,161092,1690.0
48,B,179929,16921.0
49,C,179929,905.0
50,B,186936,6102.0
51,P,186936,89.0
52,C,187047,360.0
53,B,188686,1279.0
54,P,188686,273.0
55,B,196138,7179.0
56,C,196138,301.0
57,B,197823,1384.0
58,P,197823,314.0
59,B,198448,311.0
60,C,198448,462.0
61,B,216997,18087.0
62,P,216997,767.0
63,B,235337,17573.0
64,P,235337,782.0
65,B,239977,3858.0
66,C,239977,638.0
67,B,249077,8462.0
68,C,249077,399.0
69,B,260468,10992.0
70,C,260468,530.0
71,P,261179,422.0
72,B,261934,306.0
73,C,261934,464.0
74,B,262735,337.0
75,C,262735,237.0
76,B,268481,5509.0
77,C,268481,712.0
78,P,269436,177.0
79,C,269855,643.0
