,category,start,length
0,P,155,1369.0
1,C,1613,116.0
2,P,1742,118.0
3,C,1883,78.0
4,P,1989,327.0
5,B,2781,427.0
6,P,2781,16217.0
7,B,19914,542.0
8,P,19914,124.0
9,B,20348,310.0
10,C,20348,79.0
11,P,20453,87.0
12,B,21065,525.0
13,P,21065,606.0
14,B,22252,518.0
15,C,22252,52.0
16,B,22686,382.0
17,P,22686,96.0
18,B,23101,319.0
19,C,23101,72.0
20,P,23192,257.0
21,B,24107,633.0
22,P,24107,358.0
23,B,26453,1988.0
24,P,26453,33613.0
25,C,61127,439.0
26,B,62313,747.0
27,P,62313,91.0
28,C,62430,371.0
29,B,63201,376.0
30,P,63201,1378.0
31,B,65422,843.0
32,P,65422,6879.0
33,B,77857,5556.0
34,C,77857,215.0
35,B,78538,466.0
36,C,78538,97.0
37,B,79590,955.0
38,P,79590,5790.0
39,C,85638,15526.0
40,B,101690,373.0
41,C,101690,9066.0
42,P,110970,6883.0
43,B,119139,1286.0
44,C,119139,341.0
45,B,119885,405.0
46,C,119885,4954.0
47,P,124977,3789.0
48,B,130461,1695.0
49,C,130461,693.0
50,B,132192,1038.0
51,P,132192,8793.0
52,C,141323,2044.0
53,B,145719,2352.0
54,C,145719,9384.0
55,B,164509,9406.0
56,C,164509,19282.0
57,B,184517,329.0
58,C,184517,10232.0
59,B,204542,9793.0
60,P,204542,1167.0
61,C,205749,4329.0
62,P,210420,5224.0
63,B,215965,321.0
64,P,215965,5404.0
65,C,221606,291.0
66,B,222739,842.0
67,C,222739,338.0
68,P,223136,535.0
69,C,223748,432.0
70,P,224233,192.0
71,B,224747,322.0
72,C,224747,426.0
73,P,225246,812.0
74,C,226309,228.0
75,P,226570,870.0
76,B,238438,10998.0
77,C,238438,4366.0
78,B,244062,1258.0
79,P,244062,1467.0
80,B,245920,391.0
81,C,245920,210.0
82,B,247031,901.0
83,C,247031,76.0
84,P,247121,521.0
85,C,247870,235.0
86,B,249645,1540.0
87,P,249645,9354.0
88,B,259376,377.0
89,P,259376,9812.0
