,0,1
0,B,335.0
1,C2,314.0
2,P,60.0
3,B,603.0
4,C1,12664.0
5,B,4776.0
6,C1,2149.0
7,B,2437.0
8,C1,1511.0
9,B,20670.0
10,C1,1090.0
11,B,5544.0
12,C1,668.0
13,B,10220.0
14,C1,3103.0
15,B,4887.0
16,P,1937.0
17,B,2315.0
18,C1,1766.0
19,B,5245.0
20,P,4245.0
21,B,11962.0
22,P,147.0
23,B,6610.0
24,P,3367.0
25,B,3716.0
26,C2,396.0
27,B,2538.0
28,P,399.0
29,B,6506.0
30,P,8111.0
31,B,6979.0
32,C1,5357.0
33,B,10002.0
34,P,1761.0
35,B,5582.0
36,P,2855.0
37,B,5115.0
38,C1,2594.0
39,B,4894.0
40,C1,3692.0
41,P,5363.0
42,B,6857.0
43,C1,1901.0
44,C2,1650.0
45,B,2304.0
46,P,6773.0
47,B,830.0
48,P,2733.0
49,B,5100.0
50,P,505.0
51,B,4613.0
52,C1,2909.0
53,P,607.0
54,B,3260.0
55,C1,2140.0
56,B,1706.0
57,C1,8087.0
58,B,6309.0
59,P,2339.0
60,B,2727.0
61,P,3283.0
62,B,2028.0
63,C1,2345.0
64,P,450.0
65,B,3799.0
66,C1,3284.0
67,B,1997.0
68,C1,2444.0
