,0,1
0,C2,162.0
1,P,137.0
2,C2,74.0
3,P,603.0
4,B,318.0
5,P,610.0
6,C2,62.0
7,P,395.0
8,C2,154.0
9,P,84.0
10,B,441.0
11,C1,235.0
12,B,629.0
13,P,675.0
14,B,516.0
15,P,101.0
16,C1,61.0
17,B,316.0
18,C1,165.0
19,B,830.0
20,C2,336.0
21,C1,103.0
22,B,419.0
23,P,20248.0
24,C2,989.0
25,B,17331.0
26,P,18154.0
27,B,327.0
28,P,12556.0
29,C2,4479.0
30,P,22918.0
31,B,1191.0
32,P,73.0
33,C1,297.0
34,B,302.0
35,P,176.0
36,C2,209.0
37,B,456.0
38,C1,392.0
39,P,305.0
40,B,402.0
41,C2,1540.0
42,B,12163.0
43,P,7160.0
44,B,12707.0
45,C1,7795.0
46,C2,3632.0
47,B,31515.0
48,C1,794.0
49,B,41807.0
50,C1,349.0
51,P,4209.0
52,B,3104.0
53,C1,295.0
54,C2,193.0
55,C1,303.0
56,B,364.0
57,C2,67.0
58,C1,98.0
59,B,377.0
60,C1,437.0
61,B,384.0
62,C1,260.0
63,B,434.0
64,P,356.0
65,C1,66.0
66,B,1741.0
67,P,1568.0
68,B,13249.0
69,C2,9408.0
