,category,start,length
0,C1,152,133.0
1,C2,311,443.0
2,P,1294,823.0
3,B,2497,323.0
4,P,2497,1040.0
5,B,4534,582.0
6,P,4534,275.0
7,B,5271,462.0
8,C2,5271,558.0
9,P,5904,11676.0
10,C2,17932,5808.0
11,C1,23846,8522.0
12,P,32486,10346.0
13,C1,43043,7216.0
14,B,54375,4116.0
15,C2,54375,22665.0
16,P,77309,2716.0
17,C1,80134,12071.0
18,C2,92612,17118.0
19,B,110168,438.0
20,P,110168,5406.0
21,C1,115693,12537.0
22,B,146756,18526.0
23,C2,146756,9466.0
24,B,216040,59818.0
25,C2,216040,10336.0
26,B,237407,11031.0
27,P,237407,14004.0
