,0,1
0,C,124.0
1,B,1182.0
2,C,135.0
3,P,118.0
4,C,8553.0
5,B,312.0
6,P,140.0
7,B,1011.0
8,C,265.0
9,B,611.0
10,C,56.0
11,P,116.0
12,C,357.0
13,P,2489.0
14,C,7401.0
15,B,5968.0
16,C,2795.0
17,B,4877.0
18,C,74.0
19,P,97.0
20,B,1548.0
21,C,532.0
22,B,1928.0
23,C,217.0
24,B,6016.0
25,C,272.0
26,B,345.0
27,C,533.0
28,B,798.0
29,C,355.0
30,B,3237.0
31,C,1065.0
32,B,3087.0
33,C,74.0
34,B,6051.0
35,C,3463.0
36,B,2170.0
37,C,1662.0
38,B,1314.0
39,P,353.0
40,C,297.0
41,B,1521.0
42,P,3612.0
43,C,2634.0
44,B,5662.0
45,C,2832.0
46,B,23696.0
47,C,90.0
48,B,1053.0
49,C,246.0
50,B,616.0
51,C,3205.0
52,B,5272.0
53,C,715.0
54,B,542.0
55,C,5259.0
56,P,1458.0
57,B,18969.0
58,C,223.0
59,B,953.0
60,P,285.0
61,C,2213.0
62,B,13475.0
63,C,1850.0
64,B,16315.0
65,C,225.0
66,P,164.0
67,B,329.0
68,C,802.0
69,B,1535.0
70,P,250.0
71,B,310.0
72,P,3984.0
73,B,2075.0
74,C,2534.0
75,B,16955.0
76,C,2180.0
77,B,10091.0
78,P,1514.0
79,B,5682.0
80,C,1213.0
81,B,980.0
82,C,9494.0
83,B,16111.0
84,C,253.0
85,B,1047.0
86,C,217.0
87,B,515.0
88,C,190.0
