,category,start,length
0,C,110,554.0
1,P,933,72.0
2,B,2057,1052.0
3,C,2057,371.0
4,B,2798,320.0
5,P,2798,135.0
6,B,4689,1654.0
7,C,4689,676.0
8,B,6285,748.0
9,C,6285,20735.0
10,P,27603,71.0
11,C,27692,289.0
12,P,28063,177.0
13,C,28332,125.0
14,B,28799,342.0
15,P,28799,208.0
16,C,29029,122.0
17,B,29542,391.0
18,C,29542,106.0
19,B,30155,507.0
20,C,30155,1041.0
21,B,31764,307.0
22,C,31764,80.0
23,P,32032,69.0
24,C,32123,976.0
25,B,34681,1412.0
26,P,34681,11394.0
27,C,46167,453.0
28,B,47838,1152.0
29,C,47838,316.0
30,P,48280,179.0
31,B,49696,1237.0
32,C,49696,31114.0
33,P,81076,106.0
34,C,81210,31425.0
35,B,120191,7158.0
36,C,120191,24372.0
37,B,152009,7233.0
38,C,152009,16404.0
39,B,175953,7322.0
40,C,175953,30533.0
41,B,211469,4695.0
42,C,211469,58073.0
