,0,1
0,C1,199.0
1,C2,327.0
2,P,3268.0
3,B,440.0
4,P,5661.0
5,B,662.0
6,P,214.0
7,B,365.0
8,P,1115.0
9,B,3399.0
10,C2,147.0
11,C1,392.0
12,P,1224.0
13,B,2075.0
14,C2,476.0
15,B,1549.0
16,C1,412.0
17,B,2811.0
18,C1,367.0
19,B,4351.0
20,P,1759.0
21,B,4869.0
22,P,1628.0
23,B,7998.0
24,C2,3479.0
25,P,747.0
26,B,1635.0
27,C2,332.0
28,B,2679.0
29,C1,597.0
30,B,3031.0
31,C1,193.0
32,B,1855.0
33,C1,468.0
34,B,5882.0
35,C2,359.0
36,B,3006.0
37,C2,649.0
38,P,1031.0
39,B,2482.0
40,C2,214.0
41,B,3831.0
42,C1,359.0
43,B,1090.0
44,C1,326.0
45,B,7270.0
46,C1,525.0
47,B,2978.0
48,C2,1080.0
49,P,976.0
50,B,9408.0
51,C1,1566.0
52,B,2007.0
53,C1,8490.0
54,B,3805.0
55,P,582.0
56,B,1092.0
57,C2,324.0
58,P,2376.0
59,B,718.0
60,C2,608.0
61,P,440.0
62,C2,144.0
63,P,2087.0
64,B,4249.0
65,C2,299.0
66,B,367.0
67,C2,367.0
68,P,3187.0
69,B,446.0
70,C2,281.0
71,C1,2418.0
72,B,372.0
73,C1,2594.0
74,B,3840.0
75,P,328.0
76,B,315.0
77,P,149.0
78,B,476.0
79,P,3348.0
80,C1,1617.0
81,B,3984.0
82,P,1984.0
83,B,6740.0
84,C2,1399.0
85,B,3558.0
86,P,3036.0
87,C2,1950.0
88,B,2050.0
89,P,3037.0
90,B,6864.0
91,C1,355.0
92,C2,1183.0
93,B,451.0
94,C1,2560.0
95,B,7634.0
96,C1,1845.0
97,B,4672.0
98,C2,3059.0
99,B,1933.0
100,C2,2924.0
101,B,9725.0
102,C1,1832.0
103,B,603.0
104,C1,2127.0
105,B,3213.0
106,P,657.0
107,B,7449.0
108,C1,418.0
109,B,8678.0
110,C1,2390.0
111,B,3729.0
112,C1,2404.0
113,B,3527.0
114,C1,724.0
