,0,1
0,C1,510.0
1,P,802.0
2,C2,151.0
3,C1,215.0
4,C2,174.0
5,P,3120.0
6,C1,246.0
7,C2,159.0
8,C1,158.0
9,C2,123.0
10,P,1749.0
11,B,7603.0
12,C2,387.0
13,P,410.0
14,B,14132.0
15,P,484.0
16,B,2485.0
17,C1,789.0
18,B,5764.0
19,C2,570.0
20,B,5509.0
21,C1,576.0
22,B,4046.0
23,C1,496.0
24,B,5518.0
25,C1,528.0
26,B,1002.0
27,C2,1527.0
28,B,4390.0
29,C2,875.0
30,B,2391.0
31,P,740.0
32,B,10248.0
33,C2,1266.0
34,C1,647.0
35,B,2475.0
36,C1,243.0
37,B,1725.0
38,C1,222.0
39,B,735.0
40,C2,874.0
41,B,5230.0
42,C2,555.0
43,B,4467.0
44,C1,323.0
45,B,505.0
46,C2,612.0
47,B,1478.0
48,C1,1172.0
49,B,1436.0
50,C1,340.0
51,B,8468.0
52,P,1920.0
53,B,937.0
54,C2,503.0
55,B,5136.0
56,C1,507.0
57,B,1427.0
58,C1,372.0
59,B,2291.0
60,C2,310.0
61,B,1059.0
62,C1,459.0
63,B,9962.0
64,C1,1630.0
65,B,1969.0
66,C1,456.0
67,B,3485.0
68,C1,485.0
69,B,9099.0
70,C2,1230.0
71,B,1147.0
72,C1,580.0
73,B,2479.0
74,P,382.0
75,B,3841.0
76,C1,296.0
77,B,5034.0
78,P,780.0
79,B,1143.0
80,C1,827.0
81,B,3588.0
82,C2,297.0
83,B,3939.0
84,C1,292.0
85,B,1937.0
86,C1,270.0
87,B,2555.0
88,C2,162.0
89,B,4015.0
90,C2,557.0
91,B,2035.0
92,C2,531.0
93,B,2460.0
94,C1,605.0
95,B,3995.0
96,C1,412.0
97,B,9646.0
98,C1,489.0
99,B,9253.0
100,P,910.0
101,B,1232.0
102,C1,215.0
103,B,6152.0
104,C2,471.0
105,B,3878.0
106,P,351.0
107,C1,531.0
108,C2,165.0
109,B,1524.0
110,C2,647.0
111,B,493.0
112,C1,357.0
113,B,1747.0
114,C2,187.0
115,B,4193.0
116,C2,276.0
117,C1,667.0
118,C2,1137.0
119,B,1576.0
120,C1,218.0
121,B,863.0
122,C2,162.0
123,P,711.0
124,C1,168.0
125,C2,231.0
126,P,307.0
127,C2,207.0
128,P,797.0
129,B,4369.0
130,C1,212.0
131,B,438.0
132,C1,105.0
133,P,290.0
134,C1,502.0
135,B,302.0
136,C2,107.0
137,P,74.0
138,C2,538.0
139,P,136.0
140,C1,75.0
141,P,253.0
142,B,388.0
143,P,263.0
144,C1,58.0
145,C2,249.0
146,P,1074.0
147,B,2431.0
148,C1,138.0
149,C2,953.0
150,P,148.0
151,C2,541.0
152,C1,163.0
153,C2,2107.0
