,0,1
0,C2,148.0
1,C1,85.0
2,P,157.0
3,C2,125.0
4,P,257.0
5,B,568.0
6,C1,191.0
7,P,221.0
8,C2,168.0
9,C1,169.0
10,P,245.0
11,C2,156.0
12,P,748.0
13,B,514.0
14,C1,416.0
15,P,2428.0
16,B,434.0
17,C1,307.0
18,C2,231.0
19,P,242.0
20,C2,230.0
21,P,1346.0
22,C2,117.0
23,P,232.0
24,B,479.0
25,P,980.0
26,C2,686.0
27,P,5862.0
28,B,647.0
29,C1,759.0
30,C2,782.0
31,P,4959.0
32,C2,10267.0
33,P,3674.0
34,B,2859.0
35,C2,6236.0
36,P,255.0
37,C2,128.0
38,B,671.0
39,C2,309.0
40,B,1510.0
41,P,1284.0
42,B,8039.0
43,C1,664.0
44,B,5073.0
45,P,711.0
46,B,7720.0
47,C2,1854.0
48,B,2603.0
49,P,367.0
50,B,435.0
51,P,2993.0
52,B,4232.0
53,P,2854.0
54,B,1670.0
55,P,2460.0
56,B,2971.0
57,P,2448.0
58,B,3055.0
59,C2,8390.0
60,C1,2105.0
61,B,12615.0
62,P,3451.0
63,B,3623.0
64,C2,784.0
65,B,9693.0
66,C1,263.0
67,P,994.0
68,B,594.0
69,C2,1971.0
70,B,2106.0
71,P,2015.0
72,B,21104.0
73,C1,3234.0
74,B,2341.0
75,C1,891.0
76,B,4635.0
77,P,3055.0
78,B,3801.0
79,C2,3044.0
80,B,5628.0
81,C1,2497.0
82,B,4777.0
83,C1,3768.0
84,B,8368.0
85,P,4049.0
86,B,6902.0
87,C1,3622.0
88,B,29606.0
89,P,2978.0
