,category,start,length
0,B,567,567.0
1,P,567,1722.0
2,C,2460,2185.0
3,P,4777,4530.0
4,C,9615,9858.0
5,B,26079,6509.0
6,C,26079,3565.0
7,B,31069,1373.0
8,C,31069,1243.0
9,P,32440,8609.0
10,B,41376,327.0
11,C,41376,7470.0
12,B,49325,479.0
13,C,49325,6369.0
14,B,103143,47449.0
15,C,103143,1425.0
16,B,116375,11807.0
17,C,116375,2361.0
18,B,191652,72916.0
19,C,191652,239.0
20,B,192509,618.0
21,P,192509,22957.0
22,B,222729,7205.0
23,C,222729,2872.0
24,B,226083,482.0
25,C,226083,11534.0
26,B,238034,417.0
27,C,238034,11093.0
