,category,start,length
0,C,274,521.0
1,P,911,11980.0
2,C,13315,170.0
3,P,13549,7462.0
4,C,21264,2901.0
5,P,24302,12549.0
6,C,36943,7420.0
7,B,68913,24550.0
8,P,68913,4216.0
9,C,73627,1026.0
10,B,88702,14049.0
11,P,88702,23151.0
12,C,112182,4609.0
13,P,116910,20609.0
14,C,137737,18498.0
15,P,156370,19142.0
16,B,177125,1613.0
17,C,177125,4746.0
18,P,182128,3396.0
19,C,185614,3050.0
20,P,188807,6586.0
21,C,195506,1949.0
22,P,197534,10307.0
23,C,208183,1733.0
24,B,223132,13216.0
25,C,223132,13822.0
26,B,247852,10898.0
27,P,247852,16586.0
