,category,start,length
0,C,143,597.0
1,P,864,672.0
2,B,10883,9347.0
3,C,10883,1815.0
4,B,27428,14437.0
5,C,27428,982.0
6,B,28756,346.0
7,C,28756,9775.0
8,B,43232,4577.0
9,C,43232,1389.0
10,B,55874,11253.0
11,C,55874,12105.0
12,B,71602,3328.0
13,C,71602,18993.0
14,P,91242,1468.0
15,C,92771,9091.0
16,B,114918,12907.0
17,C,114918,5602.0
18,B,126472,5784.0
19,C,126472,5667.0
20,B,133678,1466.0
21,C,133678,871.0
22,B,142147,7598.0
23,C,142147,8052.0
24,B,160391,10028.0
25,C,160391,1556.0
26,B,164954,3007.0
27,C,164954,3953.0
28,B,170504,1597.0
29,C,170504,6249.0
