,category,start,length
0,B,751,751.0
1,P,751,2887.0
2,C,3719,9773.0
3,B,14106,330.0
4,C,14106,9385.0
5,B,23998,507.0
6,C,23998,2292.0
7,P,26435,234.0
8,B,28168,1499.0
9,C,28168,299.0
10,B,34062,5595.0
11,C,34062,16044.0
12,B,59361,9064.0
13,C,59361,8048.0
14,B,71774,4290.0
15,C,71774,8714.0
16,B,81549,890.0
17,C,81549,3466.0
18,B,89414,4399.0
19,C,89414,187.0
20,B,98671,9070.0
21,C,98671,1074.0
22,B,101555,1810.0
23,C,101555,196.0
24,B,111790,10039.0
25,C,111790,8174.0
26,B,121860,1650.0
27,C,121860,4783.0
28,B,127163,422.0
29,C,127163,43935.0
30,B,176456,3819.0
31,C,176456,3250.0
