,category,start,length
0,B,1472,1472.0
1,P,1472,908.0
2,B,3446,1066.0
3,C,3446,4699.0
4,B,15708,7467.0
5,C,15708,12066.0
6,B,28462,372.0
7,C,28462,26450.0
8,B,56391,349.0
9,C,56391,9331.0
10,B,66451,729.0
11,C,66451,4929.0
12,B,71735,355.0
13,C,71735,4527.0
14,B,84515,8172.0
15,C,84515,17044.0
16,B,107729,5617.0
17,C,107729,1456.0
18,B,110929,1744.0
19,C,110929,12429.0
20,B,131501,7548.0
21,C,131501,7999.0
22,B,140597,750.0
23,C,140597,5348.0
24,B,154697,8502.0
25,C,154697,3568.0
26,B,164289,5844.0
27,C,164289,1802.0
28,B,168588,2497.0
29,C,168588,7349.0
30,B,177639,1411.0
31,C,177639,1031.0
