,category,start,length
0,B,1023,1023.0
1,C,1023,2019.0
2,B,8441,5287.0
3,C,8441,8644.0
4,B,17530,339.0
5,C,17530,12349.0
6,B,36087,6005.0
7,C,36087,2583.0
8,B,57215,18545.0
9,P,57215,1697.0
10,C,59016,2594.0
11,B,73901,12222.0
12,P,73901,1918.0
13,C,75902,22128.0
14,B,113311,14444.0
15,C,113311,1926.0
16,B,117185,1948.0
17,P,117185,580.0
18,C,117823,24077.0
19,B,143710,859.0
20,C,143710,16055.0
21,B,162789,2638.0
22,C,162789,1901.0
23,B,172605,7915.0
24,C,172605,1542.0
25,B,175123,894.0
26,P,175123,601.0
