,category,start,length
0,B,2354,2354.0
1,C,2354,24105.0
2,B,30731,3617.0
3,C,30731,1760.0
4,B,34509,2018.0
5,C,34509,1001.0
6,B,40548,5038.0
7,C,40548,8633.0
8,B,49793,475.0
9,C,49793,204.0
10,B,51348,1351.0
11,C,51348,8412.0
12,B,61717,1695.0
13,C,61717,20736.0
14,P,83379,330.0
15,B,84075,366.0
16,P,84075,203.0
17,B,86185,1907.0
18,C,86185,1456.0
19,B,95496,7809.0
20,C,95496,56.0
21,P,95564,51.0
22,C,95730,108.0
23,B,100070,4232.0
24,C,100070,2006.0
25,B,113379,11303.0
26,C,113379,15482.0
27,B,130703,1247.0
28,C,130703,1376.0
29,B,135343,3229.0
30,C,135343,8366.0
31,B,145632,1491.0
32,C,145632,33719.0
