,category,start,length
0,C,1037,154.0
1,B,1341,1278.0
2,C,1341,9641.0
3,P,12543,234.0
4,C,12828,202196.0
5,B,218771,4522.0
6,C,218771,42934.0
7,C,266972,3516.0
