,category,start,length
0,P,95,108.0
1,C,399,386.0
2,P,1266,101.0
3,B,2049,682.0
4,C,2049,496.0
5,P,3167,130.0
6,C,3446,102.0
7,P,3587,86.0
8,B,4118,445.0
9,C,4118,237.0
10,P,4488,172.0
11,B,5004,344.0
12,C,5004,570.0
13,P,5636,138.0
14,C,6028,474.0
15,B,6987,417.0
16,P,6987,125.0
17,C,7388,132.0
18,P,7548,121.0
19,C,7703,178.0
20,P,8005,564.0
21,B,9330,640.0
22,C,9330,191.0
23,P,9565,216.0
24,B,10804,1023.0
25,C,10804,4785.0
26,B,16085,313.0
27,C,16085,170.0
28,P,16311,437.0
29,B,18163,1211.0
30,C,18163,361.0
31,P,18625,102.0
32,B,19279,552.0
33,C,19279,146.0
34,B,20166,741.0
35,C,20166,327.0
36,P,20535,152.0
37,B,21026,339.0
38,C,21026,300.0
39,P,21382,297.0
40,B,22730,1001.0
41,P,22730,263.0
42,B,23445,452.0
43,P,23445,922.0
44,B,25868,1257.0
45,C,25868,342.0
46,B,27671,1424.0
47,C,27671,172.0
48,B,28184,341.0
49,P,28184,80.0
50,B,28705,441.0
51,C,28705,166.0
52,B,34360,5489.0
53,C,34360,104.0
54,P,34494,315.0
55,B,35700,767.0
56,C,35700,384.0
57,P,36227,93.0
58,B,37389,1069.0
59,P,37389,221.0
60,C,37639,70.0
61,B,40223,2514.0
62,P,40223,787.0
63,B,42988,1978.0
64,C,42988,1372.0
65,B,44928,425.0
66,C,44928,512.0
67,B,48124,2642.0
68,C,48124,3256.0
69,B,52224,409.0
70,C,52224,395.0
71,B,53106,487.0
72,C,53106,304.0
73,B,53962,552.0
74,P,53962,278.0
75,B,54600,360.0
76,C,54600,269.0
77,P,54919,139.0
78,B,56838,1780.0
79,P,56838,184.0
80,B,57324,302.0
81,C,57324,1813.0
82,B,59903,646.0
83,C,59903,1069.0
84,B,64181,3209.0
85,P,64181,587.0
86,C,64851,2579.0
87,B,71641,4156.0
88,P,71641,588.0
89,B,81428,9199.0
90,C,81428,154.0
91,B,85871,4271.0
92,C,85871,3128.0
93,B,93378,4211.0
94,C,93378,2108.0
95,B,102078,6351.0
96,C,102078,210.0
97,B,111743,9455.0
98,C,111743,2040.0
99,B,125266,11483.0
100,P,125266,130.0
101,C,125423,288.0
102,B,126816,1105.0
103,C,126816,262.0
104,B,129292,2214.0
105,C,129292,431.0
106,B,131592,1869.0
107,C,131592,309.0
108,B,134413,2512.0
109,C,134413,260.0
110,P,134711,291.0
111,C,135048,206.0
112,B,138198,2944.0
113,C,138198,289.0
114,B,138903,416.0
115,C,138903,288.0
116,P,139224,363.0
117,B,145556,5969.0
118,C,145556,921.0
119,B,147874,1351.0
120,C,147874,308.0
121,P,148221,403.0
122,B,151661,3037.0
123,P,151661,856.0
124,B,155471,2954.0
125,P,155471,2536.0
126,B,161583,3576.0
127,C,161583,298.0
128,P,161929,350.0
129,C,162476,758.0
130,B,163540,306.0
131,C,163540,500.0
132,B,164814,588.0
133,C,164814,487.0
134,B,166273,905.0
135,C,166273,2684.0
136,B,169697,711.0
137,P,169697,863.0
138,B,171636,1076.0
139,C,171636,3120.0
140,B,176811,2055.0
141,P,176811,4964.0
142,C,181858,239.0
143,P,182127,2818.0
144,B,185775,830.0
145,C,185775,162.0
146,B,187901,1964.0
147,P,187901,4677.0
148,B,197217,4639.0
149,C,197217,2994.0
150,B,200825,527.0
151,C,200825,5669.0
152,P,206847,4649.0
153,C,211667,3988.0
154,B,217369,1714.0
155,C,217369,598.0
156,B,218333,322.0
157,C,218333,634.0
158,P,219042,850.0
159,B,225142,5180.0
160,P,225142,362.0
161,C,225609,380.0
162,B,227389,1400.0
163,P,227389,680.0
164,B,231163,3094.0
165,P,231163,1247.0
166,C,232483,258.0
167,B,234167,1426.0
168,C,234167,118.0
169,P,234316,1897.0
170,B,239955,3742.0
171,P,239955,7070.0
172,C,247265,718.0
173,P,248272,266.0
174,C,248595,670.0
175,B,250139,874.0
176,C,250139,1447.0
177,B,253309,1723.0
178,C,253309,1336.0
179,P,254742,310.0
180,B,257272,2220.0
181,P,257272,8281.0
182,C,265876,966.0
183,P,266898,1951.0
