,category,start,length
0,B,337,337.0
1,C,337,2944.0
2,P,3433,1689.0
3,B,5677,387.0
4,P,5677,1611.0
5,B,14404,7048.0
6,C,14404,4600.0
7,B,29827,10823.0
8,C,29827,5491.0
9,B,48881,13512.0
10,C,48881,4716.0
11,B,54059,404.0
12,C,54059,6926.0
13,P,61281,588.0
14,B,62944,1075.0
15,C,62944,977.0
16,B,70689,6768.0
17,C,70689,7172.0
18,B,78218,357.0
19,C,78218,1938.0
20,B,80902,746.0
21,C,80902,6069.0
22,B,88670,1419.0
23,C,88670,14743.0
24,B,105942,1900.0
25,C,105942,2244.0
26,B,115430,7244.0
27,C,115430,1654.0
28,B,117431,347.0
29,C,117431,1005.0
30,B,118989,553.0
31,C,118989,905.0
32,B,137651,17757.0
33,C,137651,1930.0
34,B,140137,556.0
35,C,140137,2044.0
36,B,158349,16168.0
37,C,158349,1135.0
38,B,172213,12729.0
39,C,172213,1471.0
40,B,180394,6710.0
41,C,180394,3538.0
42,B,186168,2236.0
43,C,186168,1439.0
44,B,191480,3873.0
45,C,191480,2770.0
46,B,198203,3887.0
47,P,198203,4230.0
48,B,206276,3843.0
49,C,206276,3205.0
50,B,211961,2480.0
51,C,211961,1007.0
52,B,213316,348.0
53,C,213316,1969.0
54,B,215652,367.0
55,C,215652,3317.0
56,B,222125,3156.0
57,C,222125,673.0
58,B,229103,6305.0
59,C,229103,7141.0
60,B,241627,5098.0
61,C,241627,2772.0
62,B,244734,335.0
63,C,244734,4585.0
64,B,254243,4761.0
65,C,254243,4215.0
66,B,260794,2146.0
67,P,260794,380.0
68,C,261472,1167.0
69,B,265250,2611.0
70,C,265250,1874.0
