,category,start,length
0,B,3506,3506.0
1,P,3506,10793.0
2,B,15992,1120.0
3,P,15992,272.0
4,B,17610,1346.0
5,C,17610,2135.0
6,B,22362,2617.0
7,P,22362,7067.0
8,C,29508,6702.0
9,B,36910,700.0
10,C,36910,1421.0
11,B,38890,559.0
12,P,38890,3229.0
13,B,49138,7019.0
14,C,49138,6442.0
15,B,67393,11813.0
16,C,67393,6797.0
17,B,77477,3287.0
18,C,77477,6178.0
19,B,86078,2093.0
20,C,86078,1405.0
21,B,93056,5495.0
22,P,93056,2054.0
23,B,109419,14309.0
24,P,109419,3932.0
25,B,117765,4414.0
26,C,117765,2031.0
27,B,131409,11613.0
28,C,131409,1855.0
29,B,134206,942.0
30,C,134206,2359.0
31,B,138766,2201.0
32,C,138766,3452.0
33,B,145410,3192.0
34,P,145410,2963.0
35,B,148730,357.0
36,P,148730,5537.0
37,B,154630,363.0
38,P,154630,5728.0
39,B,160947,589.0
40,C,160947,1426.0
41,B,163087,714.0
42,C,163087,437.0
43,B,166837,3313.0
44,C,166837,3536.0
45,B,172574,2201.0
46,C,172574,1390.0
47,B,184942,10978.0
48,C,184942,3039.0
49,B,191027,3046.0
50,C,191027,4383.0
51,B,196063,539.0
52,C,196063,4598.0
53,B,208718,8057.0
54,P,208718,4146.0
55,B,226402,13538.0
56,P,226402,2153.0
57,C,228697,2367.0
58,B,231520,456.0
59,C,231520,5474.0
60,B,237617,623.0
61,C,237617,3260.0
62,B,241319,442.0
63,C,241319,2820.0
64,B,244622,483.0
65,P,244622,2389.0
66,B,247465,454.0
67,C,247465,1421.0
