,category,start,length
0,P,202,163.0
1,B,1678,1313.0
2,C1,1678,300.0
3,B,2805,827.0
4,P,2805,1111.0
5,B,5754,1838.0
6,C2,5754,1837.0
7,B,9420,1829.0
8,C2,9420,1311.0
9,B,11085,354.0
10,P,11085,4276.0
11,B,40878,25517.0
12,C1,40878,2466.0
13,B,68833,25489.0
14,P,68833,1347.0
15,B,96271,26091.0
16,C1,96271,3257.0
17,B,124921,25393.0
18,C1,124921,2307.0
19,B,135189,7961.0
20,C1,135189,6078.0
21,B,154897,13543.0
22,C1,154897,2525.0
23,B,193701,36228.0
24,C2,193701,2556.0
25,C1,196399,11554.0
26,B,211378,3074.0
27,C2,211378,1051.0
28,C1,212521,2002.0
29,B,215523,1000.0
30,C1,215523,9892.0
31,B,235150,9735.0
32,C1,235150,8465.0
33,B,258318,14607.0
34,C1,258318,4063.0
35,B,267845,5464.0
36,C1,267845,2284.0
