,0,1
0,C1,86.0
1,P,2208.0
2,C1,1042.0
3,P,1909.0
4,C1,71.0
5,C2,1385.0
6,P,4629.0
7,B,302.0
8,P,2650.0
9,C2,9276.0
10,P,4987.0
11,C1,11270.0
12,B,302.0
13,P,4871.0
14,C1,5545.0
15,P,2578.0
16,B,2302.0
17,C1,5776.0
18,B,553.0
19,C2,2493.0
20,C1,5777.0
21,C2,4020.0
22,B,4997.0
23,C2,1247.0
24,C1,13166.0
25,C2,8242.0
26,B,2367.0
27,C1,21073.0
28,B,8724.0
29,C1,1668.0
30,B,6686.0
31,C1,1852.0
32,B,4415.0
33,C1,5839.0
34,B,3473.0
35,C1,18259.0
36,B,740.0
37,C2,32022.0
38,B,2074.0
39,C1,6028.0
40,C2,4873.0
41,C1,5287.0
42,B,4315.0
43,C2,3077.0
44,C1,5717.0
45,C2,3684.0
46,C1,14187.0
47,C2,2948.0
