scorer,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000,DLC_resnet50_mecp2-locomotionMay22shuffle1_1030000
bodyparts,left-paw,left-paw,left-paw,left-elbow,left-elbow,left-elbow,right-paw,right-paw,right-paw,right-elbow,right-elbow,right-elbow,chest,chest,chest
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
435,320.52044677734375,233.01560974121094,1.0,357.30035400390625,198.593017578125,1.0,169.32131958007812,234.27943420410156,1.0,246.4064178466797,215.79794311523438,1.0,239.78636169433594,167.89585876464844,1.0
436,320.7976379394531,232.62303161621094,1.0,357.4294128417969,198.89300537109375,1.0,170.9714813232422,234.4810333251953,1.0,245.98812866210938,215.5669708251953,1.0,239.4352264404297,167.89369201660156,1.0
437,321.2754821777344,232.8547821044922,1.0,357.2816467285156,198.7552032470703,1.0,171.78256225585938,236.11305236816406,1.0,245.67019653320312,216.08987426757812,1.0,239.73965454101562,167.76251220703125,1.0
438,321.0159606933594,233.45742797851562,1.0,357.3844299316406,198.64151000976562,1.0,170.06944274902344,234.97821044921875,1.0,246.28366088867188,216.0301055908203,1.0,239.69874572753906,167.9057159423828,1.0
439,320.79534912109375,232.44290161132812,1.0,356.9147644042969,199.17442321777344,1.0,169.44732666015625,234.4326171875,1.0,245.33880615234375,215.88601684570312,1.0,239.994140625,168.0662384033203,1.0
440,321.3115539550781,232.7965087890625,1.0,357.3631286621094,198.80545043945312,1.0,172.24551391601562,235.84274291992188,1.0,245.5801544189453,215.95460510253906,1.0,239.78018188476562,167.82009887695312,1.0
441,321.0265197753906,233.13839721679688,1.0,357.1771545410156,198.81793212890625,1.0,170.43296813964844,234.7941131591797,1.0,246.47157287597656,215.8712158203125,1.0,239.92637634277344,167.9692840576172,1.0
442,320.93475341796875,232.7760467529297,1.0,357.0627746582031,198.83798217773438,1.0,168.45130920410156,234.73477172851562,1.0,245.90771484375,216.04769897460938,1.0,239.46632385253906,167.9071807861328,1.0
443,320.84063720703125,232.9716033935547,1.0,357.3587951660156,198.71568298339844,1.0,172.12399291992188,235.5486602783203,1.0,245.96926879882812,215.7618408203125,1.0,240.12571716308594,167.75933837890625,1.0
444,320.940185546875,231.98370361328125,1.0,356.646484375,199.20864868164062,1.0,171.63980102539062,235.48097229003906,1.0,245.94635009765625,215.9044189453125,1.0,240.0338592529297,168.25143432617188,1.0
445,320.6792907714844,232.5097198486328,1.0,357.1407470703125,198.98423767089844,1.0,167.6590576171875,234.8817596435547,1.0,245.4270782470703,215.75196838378906,1.0,239.74594116210938,167.46949768066406,1.0
446,320.45892333984375,233.2562255859375,1.0,356.94268798828125,199.11624145507812,1.0,172.18020629882812,235.7427215576172,1.0,245.47021484375,215.9524383544922,1.0,239.9296417236328,167.72952270507812,1.0
447,320.3624572753906,232.42710876464844,1.0,356.8724670410156,199.08340454101562,1.0,172.26400756835938,236.08935546875,1.0,245.52108764648438,215.74978637695312,1.0,239.8207550048828,167.9377899169922,1.0
448,320.61956787109375,233.06666564941406,1.0,357.0902404785156,198.87669372558594,1.0,168.03443908691406,235.01914978027344,1.0,245.35671997070312,215.8775177001953,1.0,239.48797607421875,167.69078063964844,1.0
449,320.8334045410156,232.22166442871094,1.0,357.00201416015625,199.19476318359375,1.0,172.80081176757812,235.37704467773438,1.0,246.07455444335938,215.92227172851562,1.0,239.81942749023438,168.03811645507812,1.0
450,320.78228759765625,232.69851684570312,1.0,357.1905517578125,198.90333557128906,1.0,172.5157012939453,235.8997802734375,1.0,245.79283142089844,216.2196502685547,1.0,239.82289123535156,168.06015014648438,1.0
451,320.4114685058594,233.33901977539062,1.0,356.95648193359375,199.01296997070312,1.0,168.55726623535156,235.1219940185547,1.0,245.49111938476562,215.9891357421875,1.0,239.4818572998047,167.57342529296875,1.0
452,320.8988342285156,232.44073486328125,1.0,356.8031921386719,199.36199951171875,1.0,172.82986450195312,235.28652954101562,1.0,245.9971160888672,215.91197204589844,1.0,239.74830627441406,167.88363647460938,1.0
453,320.5859375,232.62841796875,1.0,357.01239013671875,199.0388641357422,1.0,172.6831817626953,235.85604858398438,1.0,245.72592163085938,216.17495727539062,1.0,239.69204711914062,168.2077178955078,1.0
454,320.6644287109375,232.59938049316406,1.0,357.23223876953125,199.5074920654297,1.0,169.71775817871094,235.46717834472656,1.0,245.23448181152344,215.6429901123047,1.0,239.60366821289062,167.4929962158203,1.0
455,320.6687316894531,232.7275848388672,1.0,357.0767517089844,199.10003662109375,1.0,173.1170654296875,235.22825622558594,1.0,246.06182861328125,216.00711059570312,1.0,239.68295288085938,168.0731964111328,1.0
456,320.5580749511719,233.31044006347656,1.0,357.212646484375,199.07986450195312,1.0,172.50926208496094,235.77264404296875,1.0,245.65924072265625,216.3062286376953,1.0,239.44578552246094,168.4462432861328,1.0
457,320.65960693359375,232.2434539794922,1.0,356.70135498046875,199.4794921875,1.0,170.52908325195312,235.57711791992188,1.0,245.44422912597656,215.91078186035156,1.0,239.82083129882812,167.63241577148438,1.0
458,320.7982482910156,232.87716674804688,1.0,357.2911071777344,199.17137145996094,1.0,172.9456787109375,234.7083740234375,1.0,245.5652313232422,216.0558319091797,1.0,239.440673828125,168.1092987060547,1.0
459,320.9626770019531,232.61875915527344,1.0,357.3222351074219,199.32691955566406,1.0,172.8758544921875,235.5764923095703,1.0,245.5662384033203,216.2112274169922,1.0,239.7344970703125,168.59756469726562,1.0
460,320.4650573730469,232.61788940429688,1.0,357.069091796875,199.41128540039062,1.0,171.08555603027344,235.4166717529297,1.0,244.87855529785156,215.8007354736328,1.0,239.58056640625,167.7110595703125,1.0
461,321.04461669921875,233.02279663085938,1.0,357.07220458984375,199.0836181640625,1.0,173.2428436279297,234.558349609375,1.0,245.69297790527344,216.04220581054688,1.0,239.6090087890625,168.16380310058594,1.0
462,320.7734680175781,232.0364990234375,1.0,356.6463623046875,199.6183319091797,1.0,173.3072509765625,235.2774200439453,1.0,245.49478149414062,215.68698120117188,1.0,239.40016174316406,168.1683349609375,1.0
463,320.6622009277344,232.78916931152344,1.0,356.6736755371094,199.37281799316406,1.0,171.83262634277344,235.84747314453125,1.0,245.43637084960938,215.96652221679688,1.0,239.62130737304688,167.85765075683594,1.0
464,321.4971923828125,232.7317352294922,1.0,356.9891052246094,199.2338409423828,1.0,173.73382568359375,234.58729553222656,1.0,245.73504638671875,215.90919494628906,1.0,239.79156494140625,168.0609893798828,1.0
465,320.94903564453125,232.67352294921875,1.0,356.9953918457031,199.2459716796875,1.0,174.12838745117188,235.24154663085938,1.0,245.57948303222656,215.9456329345703,1.0,238.9793701171875,168.10536193847656,1.0
466,320.7630615234375,233.15956115722656,1.0,357.03790283203125,199.1858673095703,1.0,172.20742797851562,236.12551879882812,1.0,245.41053771972656,216.03956604003906,1.0,239.74459838867188,167.94456481933594,1.0
467,320.83331298828125,232.51422119140625,1.0,356.050048828125,199.4212188720703,1.0,173.37265014648438,234.74098205566406,1.0,246.39883422851562,216.04454040527344,1.0,239.46923828125,168.02391052246094,1.0
468,320.6191711425781,232.4702911376953,1.0,356.6551818847656,199.28517150878906,1.0,174.3970184326172,234.82720947265625,1.0,245.5775604248047,216.04478454589844,1.0,239.1268768310547,168.241943359375,1.0
469,320.3464050292969,232.8775634765625,1.0,357.0074462890625,199.17910766601562,1.0,172.0038299560547,235.85281372070312,1.0,245.13717651367188,215.90695190429688,1.0,239.51319885253906,167.884765625,1.0
470,320.8036193847656,232.53729248046875,1.0,356.7259826660156,199.291259765625,1.0,172.85704040527344,234.90821838378906,1.0,245.72073364257812,215.95465087890625,1.0,239.68814086914062,168.0161590576172,1.0
471,320.6519470214844,232.93084716796875,1.0,356.8087158203125,199.12042236328125,1.0,174.92462158203125,234.6584930419922,1.0,245.88397216796875,216.11770629882812,1.0,238.8315887451172,168.40997314453125,1.0
472,320.7582702636719,232.20086669921875,1.0,356.69879150390625,199.7810821533203,1.0,171.98500061035156,235.96543884277344,1.0,245.244140625,215.87379455566406,1.0,240.07293701171875,167.89036560058594,1.0
473,320.802978515625,232.7383270263672,1.0,356.5539855957031,199.1805877685547,1.0,172.15548706054688,234.91966247558594,1.0,245.8357391357422,215.97023010253906,1.0,239.42425537109375,168.06301879882812,1.0
474,320.9970703125,232.6263427734375,1.0,356.8603515625,199.523193359375,1.0,174.9519500732422,234.9561309814453,1.0,245.36647033691406,216.20867919921875,1.0,238.49290466308594,168.2259979248047,1.0
475,320.57940673828125,232.69178771972656,1.0,356.5423889160156,199.21090698242188,1.0,172.11607360839844,235.9951934814453,1.0,244.8976593017578,215.89743041992188,1.0,240.0611114501953,168.03773498535156,1.0
476,320.39617919921875,232.92630004882812,1.0,357.1049499511719,199.05140686035156,1.0,170.95423889160156,234.5968780517578,1.0,246.09840393066406,216.14971923828125,1.0,239.56454467773438,168.2022705078125,1.0
477,320.6454162597656,232.3206024169922,1.0,356.58209228515625,199.4027099609375,1.0,174.0734405517578,234.54165649414062,1.0,245.3845672607422,216.10134887695312,1.0,238.43685913085938,168.10902404785156,1.0
478,320.76763916015625,232.42181396484375,1.0,357.00836181640625,199.4293975830078,1.0,172.287353515625,235.87498474121094,1.0,245.23350524902344,216.04519653320312,1.0,239.87649536132812,168.1489715576172,1.0
479,320.4967956542969,232.6126708984375,1.0,357.15472412109375,199.4036102294922,1.0,170.18026733398438,234.58323669433594,1.0,245.51869201660156,216.0537567138672,1.0,239.5850830078125,168.10975646972656,1.0
480,320.65728759765625,232.53384399414062,1.0,356.5876159667969,199.74110412597656,1.0,172.7286834716797,234.41888427734375,1.0,244.4333953857422,216.11434936523438,1.0,238.41793823242188,167.9109649658203,1.0
481,320.8371887207031,233.4015350341797,1.0,356.7759704589844,199.1173858642578,1.0,171.9501190185547,235.654052734375,1.0,245.27505493164062,216.1168670654297,1.0,240.0489959716797,168.06468200683594,1.0
482,320.79339599609375,232.32882690429688,1.0,356.4078674316406,199.59048461914062,1.0,169.53994750976562,234.81948852539062,1.0,245.84133911132812,215.80543518066406,1.0,239.68846130371094,168.15087890625,1.0
483,320.3079528808594,232.96142578125,1.0,356.60491943359375,199.46263122558594,1.0,171.7111053466797,234.5017547607422,1.0,245.2881317138672,215.8598175048828,1.0,239.19882202148438,168.41346740722656,1.0
484,320.5608825683594,232.66122436523438,1.0,356.3251953125,199.25595092773438,1.0,171.6059112548828,235.59947204589844,1.0,244.31565856933594,216.34078979492188,1.0,239.7220001220703,167.91322326660156,1.0
485,320.4714050292969,232.42466735839844,1.0,356.4286804199219,199.6136474609375,1.0,169.4921112060547,234.747314453125,1.0,245.087158203125,216.04165649414062,1.0,239.7758026123047,168.20315551757812,1.0
486,320.37518310546875,233.42039489746094,1.0,357.1563415527344,199.5160369873047,1.0,170.7783660888672,234.1883087158203,1.0,245.22286987304688,215.906494140625,1.0,239.3149871826172,168.29087829589844,1.0
487,320.38134765625,232.5682830810547,1.0,356.8164978027344,199.94500732421875,1.0,171.5927734375,235.47238159179688,1.0,244.56790161132812,216.52427673339844,1.0,239.63076782226562,167.8603973388672,1.0
488,320.5146484375,232.56326293945312,1.0,356.8579406738281,199.37973022460938,1.0,169.9700927734375,235.0433349609375,1.0,245.4423065185547,216.14382934570312,1.0,240.0493927001953,168.2308349609375,1.0
489,320.7871398925781,232.97000122070312,1.0,356.68035888671875,199.4660186767578,1.0,169.81484985351562,234.60116577148438,1.0,244.72799682617188,216.14120483398438,1.0,239.48809814453125,167.82408142089844,1.0
490,320.2608337402344,232.3208465576172,1.0,356.24468994140625,199.5862579345703,1.0,171.72654724121094,235.4095458984375,1.0,244.60382080078125,215.97084045410156,1.0,239.8943634033203,167.83486938476562,1.0
491,320.2684326171875,232.96986389160156,1.0,356.9933776855469,199.44459533691406,1.0,170.69937133789062,235.189697265625,1.0,245.4320068359375,216.1682891845703,1.0,239.76487731933594,168.2930908203125,1.0
492,320.6398010253906,232.08111572265625,1.0,356.0182800292969,199.8426971435547,1.0,168.653564453125,234.8579864501953,1.0,245.23068237304688,215.634521484375,1.0,239.14315795898438,167.90774536132812,1.0
493,320.01885986328125,232.62283325195312,1.0,356.6381530761719,199.63600158691406,1.0,171.79412841796875,235.32554626464844,1.0,245.10130310058594,216.03433227539062,1.0,240.0400390625,168.15753173828125,1.0
494,320.2983703613281,232.69000244140625,1.0,356.4791564941406,199.66220092773438,1.0,171.42620849609375,235.57736206054688,1.0,245.0474853515625,215.91749572753906,1.0,240.0426788330078,168.23739624023438,1.0
495,320.1763610839844,232.4984588623047,1.0,356.8282470703125,199.85845947265625,1.0,168.17327880859375,234.97213745117188,1.0,244.866455078125,215.96144104003906,1.0,239.31298828125,168.17848205566406,1.0
496,320.080322265625,233.04669189453125,1.0,356.5978698730469,199.51783752441406,1.0,172.16168212890625,235.5816650390625,1.0,245.07647705078125,215.76702880859375,1.0,239.77520751953125,168.04916381835938,1.0
497,320.2208251953125,232.2598876953125,1.0,356.4544372558594,199.8141632080078,1.0,172.1648712158203,235.99082946777344,1.0,245.3456573486328,215.91134643554688,1.0,239.90953063964844,168.32781982421875,1.0
498,320.0940246582031,232.81759643554688,1.0,356.3258361816406,199.35499572753906,1.0,168.5782928466797,235.21348571777344,1.0,245.02597045898438,215.74734497070312,1.0,239.51243591308594,167.9672393798828,1.0
499,320.3452453613281,232.10520935058594,1.0,356.8123474121094,199.818359375,1.0,172.25930786132812,235.182861328125,1.0,245.7253875732422,215.99444580078125,1.0,239.50875854492188,168.00875854492188,1.0
500,320.12506103515625,232.62254333496094,1.0,356.6122741699219,199.46676635742188,1.0,172.76841735839844,236.13943481445312,1.0,245.42483520507812,216.3644256591797,1.0,239.92640686035156,168.65171813964844,1.0
501,320.1626281738281,233.01007080078125,1.0,356.69207763671875,199.4985809326172,1.0,169.07321166992188,235.46694946289062,1.0,244.67153930664062,215.755126953125,1.0,239.56289672851562,168.0478973388672,1.0
502,320.4574279785156,232.38259887695312,1.0,355.9142761230469,199.70346069335938,1.0,172.81382751464844,235.03759765625,1.0,245.48863220214844,215.8943328857422,1.0,239.8456573486328,168.27037048339844,1.0
503,320.3182373046875,232.7969512939453,1.0,356.9906005859375,199.75527954101562,1.0,172.374267578125,236.02198791503906,1.0,245.1609344482422,216.2852020263672,1.0,239.7932586669922,168.76974487304688,1.0
504,320.3308410644531,232.31619262695312,1.0,355.9073486328125,199.6561279296875,1.0,169.54476928710938,235.47955322265625,1.0,245.28530883789062,215.90887451171875,1.0,239.7771453857422,167.8870086669922,1.0
505,320.3413391113281,232.56036376953125,1.0,356.665283203125,199.7648468017578,1.0,172.81329345703125,234.8668670654297,1.0,245.67111206054688,215.87982177734375,1.0,239.7359619140625,168.55886840820312,1.0
506,320.32965087890625,232.5885772705078,1.0,356.2142639160156,199.54945373535156,1.0,172.62216186523438,235.82586669921875,1.0,245.01992797851562,216.23007202148438,1.0,239.9025421142578,168.57925415039062,1.0
507,320.04571533203125,232.40411376953125,1.0,356.7179260253906,199.94952392578125,1.0,170.40277099609375,235.44703674316406,1.0,244.70191955566406,215.7293701171875,1.0,239.47711181640625,167.79554748535156,1.0
508,320.180908203125,233.06521606445312,1.0,356.9507141113281,199.60267639160156,1.0,173.2232666015625,234.86297607421875,1.0,245.86373901367188,216.0296630859375,1.0,239.68765258789062,168.11669921875,1.0
509,320.3184814453125,231.96070861816406,1.0,355.79803466796875,199.87460327148438,1.0,172.94703674316406,235.28233337402344,1.0,245.62094116210938,216.00196838378906,1.0,239.8072967529297,168.520263671875,1.0
510,319.7908020019531,232.57705688476562,1.0,356.7269287109375,199.8448944091797,1.0,171.98826599121094,235.39068603515625,1.0,245.15420532226562,216.185302734375,1.0,239.58506774902344,168.32627868652344,1.0
511,320.3140563964844,232.38050842285156,1.0,356.347412109375,199.78506469726562,1.0,173.81936645507812,234.55140686035156,1.0,245.7548065185547,216.10865783691406,1.0,239.6798553466797,168.18310546875,1.0
512,320.36492919921875,232.25550842285156,1.0,356.74713134765625,199.80201721191406,1.0,173.42091369628906,235.2761993408203,1.0,244.96871948242188,215.70172119140625,1.0,239.62147521972656,168.52455139160156,1.0
513,320.1548156738281,232.87362670898438,1.0,356.7214050292969,199.55752563476562,1.0,172.42713928222656,236.041259765625,1.0,245.3298797607422,216.18951416015625,1.0,239.73190307617188,168.3088836669922,1.0
514,320.76336669921875,232.19749450683594,1.0,355.75433349609375,199.9046173095703,1.0,174.11756896972656,234.43614196777344,1.0,245.91207885742188,215.98873901367188,1.0,239.49893188476562,168.26559448242188,1.0
515,320.6752624511719,232.4347686767578,1.0,356.9725341796875,199.62002563476562,1.0,174.63949584960938,235.21963500976562,1.0,245.630859375,215.99391174316406,1.0,239.35281372070312,168.7017822265625,1.0
516,320.5491638183594,232.46926879882812,1.0,356.71881103515625,199.6808624267578,1.0,172.79312133789062,236.078369140625,1.0,245.36199951171875,216.18943786621094,1.0,239.97320556640625,168.12303161621094,1.0
517,320.640380859375,232.33889770507812,1.0,356.35064697265625,199.7277374267578,1.0,173.81187438964844,234.61386108398438,1.0,245.97145080566406,216.0088653564453,1.0,239.72096252441406,168.02645874023438,1.0
518,320.63079833984375,232.61073303222656,1.0,356.97296142578125,199.6060028076172,1.0,175.51358032226562,235.1457061767578,1.0,245.72744750976562,216.14144897460938,1.0,238.99063110351562,168.63182067871094,1.0
519,320.2109680175781,232.49305725097656,1.0,355.79119873046875,200.04722595214844,1.0,172.98023986816406,236.1127471923828,1.0,245.00437927246094,215.93746948242188,1.0,240.03799438476562,167.9881591796875,1.0
520,320.734619140625,232.5583953857422,1.0,356.79412841796875,199.7519989013672,1.0,173.21238708496094,234.81613159179688,1.0,245.89938354492188,216.10545349121094,1.0,239.80096435546875,168.05064392089844,1.0
521,320.52081298828125,232.25271606445312,1.0,356.479736328125,199.8920440673828,1.0,175.5260772705078,234.753173828125,1.0,245.85018920898438,216.1593780517578,1.0,239.1331787109375,168.48342895507812,1.0
522,320.2401123046875,232.30116271972656,1.0,356.39892578125,199.75820922851562,1.0,173.00338745117188,236.0284423828125,1.0,245.5421905517578,216.37815856933594,1.0,240.09068298339844,168.4247283935547,1.0
523,320.7179870605469,232.50997924804688,1.0,356.83740234375,199.6278076171875,1.0,172.65386962890625,234.7965087890625,1.0,246.15086364746094,216.258056640625,1.0,239.6758575439453,168.25221252441406,1.0
524,320.76776123046875,231.9613037109375,1.0,356.2478332519531,200.01853942871094,1.0,175.38429260253906,234.86569213867188,1.0,245.57333374023438,215.88629150390625,1.0,238.94837951660156,168.24008178710938,1.0
525,320.7774963378906,232.58425903320312,1.0,356.6413879394531,199.3759002685547,1.0,172.9717559814453,235.92666625976562,1.0,245.80430603027344,216.36758422851562,1.0,239.8442840576172,168.0812530517578,1.0
526,320.8726501464844,232.1365966796875,1.0,356.3124084472656,200.08218383789062,1.0,171.85910034179688,234.99923706054688,1.0,246.46075439453125,216.21609497070312,1.0,239.5771484375,168.3359375,1.0
527,320.38629150390625,232.51123046875,1.0,356.75323486328125,199.91600036621094,1.0,174.97923278808594,234.94110107421875,1.0,245.70089721679688,215.93124389648438,1.0,238.71725463867188,168.56854248046875,1.0
528,320.2767639160156,231.917724609375,1.0,356.3683776855469,200.13278198242188,1.0,173.20712280273438,235.86460876464844,1.0,245.31951904296875,216.4639129638672,1.0,240.10743713378906,168.0933380126953,1.0
529,320.446044921875,232.37509155273438,1.0,356.72308349609375,200.0131378173828,1.0,170.6251220703125,234.88851928710938,1.0,245.5652618408203,215.87933349609375,1.0,239.79396057128906,168.3166961669922,1.0
530,320.5887756347656,232.14944458007812,1.0,356.6025695800781,200.03111267089844,1.0,173.6737823486328,234.81080627441406,1.0,245.27639770507812,216.34144592285156,1.0,238.85028076171875,168.38328552246094,1.0
531,320.362060546875,232.24356079101562,1.0,356.19036865234375,199.85614013671875,1.0,172.49888610839844,235.63775634765625,1.0,245.2318572998047,216.0889434814453,1.0,239.94908142089844,168.0078887939453,1.0
532,320.33099365234375,232.62454223632812,1.0,356.7967529296875,199.7661895751953,1.0,170.3528594970703,234.96646118164062,1.0,245.78408813476562,216.17233276367188,1.0,239.90745544433594,168.31993103027344,1.0
533,320.3591613769531,231.9332275390625,1.0,356.2828674316406,200.32351684570312,1.0,172.63772583007812,234.69554138183594,1.0,245.521484375,216.09536743164062,1.0,239.32232666015625,168.54180908203125,1.0
534,320.2423400878906,232.3561553955078,1.0,356.5008544921875,200.11204528808594,1.0,172.4546661376953,235.76559448242188,1.0,245.07249450683594,216.1846466064453,1.0,239.69195556640625,168.07272338867188,1.0
535,320.1940612792969,232.48806762695312,1.0,356.4010009765625,199.8651885986328,1.0,170.6894073486328,234.95101928710938,1.0,245.66122436523438,216.07763671875,1.0,240.0348663330078,168.29812622070312,1.0
536,320.4056091308594,232.22897338867188,1.0,356.06744384765625,199.82711791992188,1.0,171.73341369628906,234.67642211914062,1.0,245.22454833984375,215.68771362304688,1.0,239.44784545898438,168.40834045410156,1.0
537,320.1791687011719,232.5498046875,1.0,356.84661865234375,199.88668823242188,1.0,172.40499877929688,235.66876220703125,1.0,245.01173400878906,216.19223022460938,1.0,240.12387084960938,168.0242462158203,1.0
538,320.175048828125,232.44961547851562,1.0,356.13311767578125,200.2403564453125,1.0,170.9429931640625,235.3306884765625,1.0,245.7694854736328,216.14044189453125,1.0,240.33090209960938,168.19508361816406,1.0
539,320.1876525878906,232.30935668945312,1.0,356.4703063964844,199.85377502441406,1.0,170.19224548339844,234.69943237304688,1.0,245.21719360351562,216.05921936035156,1.0,239.62875366210938,168.45379638671875,1.0
540,320.3920593261719,232.30828857421875,1.0,356.7704162597656,199.748291015625,1.0,172.47715759277344,235.4527130126953,1.0,245.21560668945312,215.9230499267578,1.0,240.20692443847656,168.07232666015625,1.0
541,320.3028869628906,232.021240234375,1.0,356.5540771484375,200.2424774169922,1.0,171.3755340576172,235.4815673828125,1.0,245.59814453125,215.9687957763672,1.0,240.2559356689453,168.2535858154297,1.0
542,320.65325927734375,232.63497924804688,1.0,356.8707580566406,199.71510314941406,1.0,169.3725128173828,235.06056213378906,1.0,245.53421020507812,216.00750732421875,1.0,239.73165893554688,168.17286682128906,1.0
543,320.4532165527344,231.954833984375,1.0,356.045654296875,200.22666931152344,1.0,172.44004821777344,235.44078063964844,1.0,245.2752227783203,216.0109405517578,1.0,240.12782287597656,167.93736267089844,1.0
544,320.2833557128906,232.24717712402344,1.0,356.8126525878906,199.5883026123047,1.0,172.05459594726562,235.62799072265625,1.0,245.4775848388672,216.22433471679688,1.0,239.91009521484375,168.56161499023438,1.0
545,320.3326110839844,232.3973388671875,1.0,356.7994689941406,199.94154357910156,1.0,168.87704467773438,235.22750854492188,1.0,245.22735595703125,215.8845672607422,1.0,239.5917510986328,168.0055389404297,1.0
546,320.25811767578125,232.030029296875,1.0,356.2559509277344,200.10205078125,1.0,172.28054809570312,235.59645080566406,1.0,244.98385620117188,216.02731323242188,1.0,239.9022979736328,167.94395446777344,1.0
547,320.3296203613281,232.76182556152344,1.0,356.7662353515625,199.4075469970703,1.0,172.91957092285156,236.35728454589844,1.0,245.7826385498047,216.37220764160156,1.0,240.07638549804688,168.57325744628906,1.0
548,320.4836120605469,232.1193084716797,1.0,356.3619689941406,200.27667236328125,1.0,168.83834838867188,235.3082733154297,1.0,245.009521484375,215.9414520263672,1.0,239.57620239257812,167.95071411132812,1.0
549,320.0971984863281,232.23342895507812,1.0,356.36102294921875,199.75045776367188,1.0,172.57135009765625,235.44229125976562,1.0,245.33010864257812,216.027587890625,1.0,239.83778381347656,168.27833557128906,1.0
550,320.3464050292969,232.28407287597656,1.0,356.7836608886719,199.94552612304688,1.0,173.21543884277344,236.24459838867188,1.0,245.66888427734375,216.19383239746094,1.0,240.1666717529297,168.8203125,1.0
551,320.04022216796875,232.37428283691406,1.0,356.3624267578125,200.0750732421875,1.0,169.54055786132812,235.4392852783203,1.0,244.8853759765625,215.87173461914062,1.0,239.67562866210938,167.9246063232422,1.0
552,320.8887023925781,232.40869140625,1.0,356.6767578125,199.81024169921875,1.0,173.51441955566406,235.1179962158203,1.0,245.94334411621094,216.24267578125,1.0,240.0713348388672,168.4063720703125,1.0
553,320.23553466796875,232.14779663085938,1.0,356.0729064941406,200.20660400390625,1.0,173.19935607910156,236.0101318359375,1.0,245.58148193359375,216.3449249267578,1.0,240.1463165283203,168.40904235839844,1.0
554,320.4810791015625,232.27210998535156,1.0,356.8349914550781,199.64939880371094,1.0,170.71026611328125,235.5399627685547,1.0,245.4439697265625,216.25927734375,1.0,239.87181091308594,168.18426513671875,1.0
555,320.9346008300781,232.17051696777344,1.0,356.83929443359375,200.07266235351562,1.0,173.58270263671875,235.00967407226562,1.0,245.87185668945312,216.16390991210938,1.0,239.86904907226562,168.30767822265625,1.0
556,320.3182678222656,232.12442016601562,1.0,356.66192626953125,199.82846069335938,1.0,173.63282775878906,236.0263671875,1.0,245.5626220703125,216.33628845214844,1.0,240.2276611328125,168.77183532714844,1.0
557,320.07440185546875,232.60455322265625,1.0,356.3411560058594,199.9792022705078,1.0,171.5395965576172,235.54283142089844,1.0,245.6446533203125,216.39102172851562,1.0,239.8234405517578,168.08627319335938,1.0
558,320.4925537109375,232.2770233154297,1.0,355.8612976074219,200.2932891845703,1.0,173.598876953125,234.98513793945312,1.0,245.82537841796875,216.00169372558594,1.0,239.67283630371094,168.2607421875,1.0
559,320.619873046875,232.20985412597656,1.0,356.776611328125,199.7067108154297,1.0,173.5849151611328,235.53501892089844,1.0,245.4529266357422,216.30728149414062,1.0,240.00241088867188,168.83853149414062,1.0
560,320.41558837890625,232.29672241210938,1.0,356.5675964355469,200.35159301757812,1.0,172.61138916015625,236.0689697265625,1.0,245.56089782714844,216.32810974121094,1.0,239.87576293945312,168.10995483398438,1.0
561,320.25555419921875,231.9564971923828,1.0,356.2491455078125,200.04530334472656,1.0,173.84060668945312,234.6375732421875,1.0,245.93289184570312,216.2232208251953,1.0,239.93179321289062,168.1764678955078,1.0
562,320.7549743652344,232.53125,1.0,356.72259521484375,199.8976287841797,1.0,174.37734985351562,235.5453643798828,1.0,246.15719604492188,216.23138427734375,1.0,239.6319580078125,168.6439666748047,1.0
563,320.1182556152344,232.07089233398438,1.0,356.1343078613281,200.28643798828125,1.0,172.59080505371094,236.4266357421875,1.0,245.70770263671875,216.25619506835938,1.0,239.84617614746094,167.80130004882812,1.0
564,320.4407958984375,232.49948120117188,1.0,356.5106506347656,199.99185180664062,1.0,174.19073486328125,234.5203857421875,1.0,246.08737182617188,216.37588500976562,1.0,240.06492614746094,168.55787658691406,1.0
565,320.2572021484375,232.7001953125,1.0,359.4430236816406,198.7693328857422,1.0,170.02569580078125,235.6847686767578,1.0,250.56845092773438,213.71299743652344,1.0,239.00765991210938,161.8348388671875,1.0
566,321.4527587890625,232.9736785888672,1.0,357.26019287109375,197.88803100585938,1.0,168.93930053710938,236.92068481445312,1.0,245.57769775390625,214.2688751220703,1.0,240.4287109375,165.48919677734375,1.0
