,0,1
0,B,322.0
1,P,371.0
2,B,2956.0
3,C,78.0
4,P,1144.0
5,C,102.0
6,P,3290.0
7,C,76.0
8,P,2228.0
9,C,63.0
10,P,3615.0
11,B,568.0
12,P,875.0
13,B,1438.0
14,P,2119.0
15,C,163.0
16,P,265.0
17,C,83.0
18,P,590.0
19,C,76.0
20,P,1524.0
21,C,55.0
22,P,5210.0
23,B,306.0
24,P,538.0
25,C,168.0
26,P,6033.0
27,C,501.0
28,B,379.0
29,P,32815.0
30,B,5714.0
31,P,13788.0
32,B,2443.0
33,P,10005.0
34,B,1142.0
35,P,7688.0
36,C,1091.0
37,P,23349.0
38,C,3167.0
39,P,411.0
40,C,79.0
41,P,1988.0
42,C,1081.0
43,P,4131.0
44,C,1228.0
45,B,7229.0
46,C,1021.0
47,B,6488.0
48,P,11756.0
49,C,1007.0
50,P,1041.0
51,C,261.0
52,P,1430.0
53,C,1242.0
54,P,5895.0
55,B,397.0
56,P,18341.0
57,B,1750.0
58,P,127.0
59,C,135.0
60,P,953.0
61,C,33.0
62,P,392.0
63,B,733.0
64,P,1264.0
65,C,433.0
66,B,1243.0
67,P,228.0
68,C,117.0
69,P,495.0
70,C,654.0
71,P,1787.0
72,C,3911.0
73,B,407.0
74,C,43.0
75,P,164.0
76,B,1755.0
77,C,4132.0
78,P,11103.0
79,C,162.0
80,P,3431.0
81,C,149.0
82,P,14487.0
83,C,5376.0
