,start,end,length,delta_x,delta_y,angle,interval
0,142,266,124,-0.6975418677104699,0.6994927883934849,-45.08001193682024,142
1,1448,1509,61,0.38890303554437367,0.7313755012656742,61.998547484393214,1182
2,1616,1690,74,1.0781262300762648,1.3914589509956699,52.23086228793542,107
3,1964,2082,118,0.3351613488582075,-0.08512332504814424,-14.250511658469827,274
4,2297,2909,612,-10.921333784919725,-3.981854491669523,20.03156010229242,215
5,3003,5615,2612,-6.419366341250367,-5.452380993280599,40.34338659785638,94
6,5669,6014,345,-0.6584027143036053,-3.4232222615220707,79.11300835109822,54
7,6057,10776,4719,-5.214176896124698,-7.514307790959165,55.24322582804157,43
8,10832,11097,265,1.2627351459572793,-3.1842097141089596,-68.36862658876319,56
9,11409,11549,140,-6.084548079147837,0.9547836077083645,-8.918094821373453,312
10,12560,12825,265,0.3738362631998484,1.5854536721954844,76.73248823493206,1011
11,13436,13492,56,1.232074239111455,0.6288566650397911,27.039986713634562,611
12,13574,13690,116,6.864796829496868,1.3556637696161005,11.171063008010739,82
13,13885,14072,187,-1.1044896731787048,0.7815761318206427,-35.28458124714148,195
14,14104,14274,170,1.2999592385360472,-0.728611995011434,-29.27012198721691,32
15,14300,14923,623,-3.898629113017705,0.2126552469154035,-3.1221707549847153,26
16,14962,16828,1866,3.982127682488823,0.10054909015983071,1.4464163577417493,39
17,17041,24442,7401,-4.4566716508106765,2.8603601252523845,-32.69296912858078,213
18,30410,33205,2795,3.4739484790381994,-1.9539585559156762,-29.35603126103641,5968
19,38082,38156,74,-2.2199470069494964,-1.57195505575163,35.30249196127908,4877
20,38180,38277,97,-5.121898594692283,1.7670590664125712,-19.034474853446703,24
21,39825,39991,166,0.03607240057363015,-2.5971767730210757,-89.20426539807451,1548
22,40144,40290,146,-1.298345457470944,1.8549297878005717,-55.01016472539143,153
23,40319,40369,50,-1.1246593667214313,1.6343118300236057,-55.46601277407172,29
24,40524,40694,170,-0.9947383567095471,1.1961060727909114,-50.251488396766966,155
25,42622,42839,217,1.502962361103883,-1.8321221474453608,-50.63661453042196,1928
26,48855,49046,191,-0.48144871232896946,-3.034543507997128,80.9848189056299,6016
27,49245,49326,81,2.3629284509021176,1.0500078272383178,23.95879164983777,199
28,49671,49768,97,-0.009861670954592228,1.781358339395652,-89.68281151527111,345
29,49875,50013,138,0.4676041842310781,-1.012692591078931,-65.21517711803529,107
30,50119,50292,173,-1.7707855196868252,1.7971594569642804,-45.4235176784671,106
31,50492,50617,125,-0.10580310746691168,-0.3317585296505996,72.31168489166507,200
32,51415,51770,355,-3.3825823934623855,-2.1157435243290195,32.02522734049126,798
33,55007,56072,1065,0.45865071008796576,-1.1296904304198563,-67.90300449814949,3237
34,59159,59233,74,1.9611616401472816,-1.0072610390087817,-27.18522689247153,3087
35,65284,68747,3463,1.397848070552115,-2.880577712340326,-64.11425117510748,6051
36,70917,72579,1662,3.328162959929543,-1.6777168944788485,-26.752534954781336,2170
37,73893,74246,353,-5.6867597607753595,-0.639797840147537,6.419158508780136,1314
38,74319,74616,297,1.4594379070015577,-2.4765565330949073,-59.489101104090594,73
39,76137,79749,3612,1.1862356914701593,0.3120386284933545,14.737750879191939,1521
40,79863,82497,2634,4.305203306544598,-3.0627809719819936,-35.42857124853352,114
41,88159,90991,2832,1.3850309337368287,-1.8754208666461523,-53.55348729964725,5662
42,114687,114777,90,1.941975491032565,-1.2966056911179322,-33.729988741722444,23696
43,115830,116076,246,-1.9084088485346484,-1.3259629251176648,34.79158216240727,1053
44,116692,118284,1592,4.124456191511271,-2.813402056213718,-34.29894579405311,616
45,118529,120142,1613,2.1272818219499356,-1.1471723197212498,-28.336508398259316,245
46,125414,126129,715,1.9362435020230322,-1.7781115842088013,-42.56220841072042,5272
47,126671,128204,1533,4.000299604930859,-3.160180619774323,-38.30824110158939,542
48,128316,132042,3726,7.627165109181334,-3.812198805751862,-26.55673472181625,112
49,132132,133590,1458,4.347642471429225,-1.0186452282612066,-13.186444739224418,90
50,152559,152782,223,0.3385754093883122,-2.5916410136127155,-82.55695643903901,18969
51,153735,154020,285,-5.393583855450558,-1.160845809153983,12.14632059655646,953
52,154302,156515,2213,1.0534908107014758,-3.364256982837631,-72.61246009872524,282
53,169990,171840,1850,1.8664983979428769,-0.9301110629272671,-26.487934435308773,13475
54,188155,188380,225,-9.574483277543678,-5.843010362904224,31.394422662399045,16315
55,188651,188815,164,4.799771556022677,-0.3659804577481509,-4.3603405692912975,271
56,189144,189336,192,-2.759634710783544,-4.473520298400842,58.33030599210693,329
57,189430,190040,610,4.7639045064778,-4.314606864749521,-42.16673018147483,94
58,191575,191825,250,-2.4785794328491306,-0.34862212814267934,8.006358583390112,1535
59,192135,192564,429,-3.118866924827614,0.22090812221320277,-4.051471467053014,310
60,192730,196285,3555,-4.665285454814608,1.029009474642379,-12.438418849345371,166
61,198360,200894,2534,3.624546709358185,-2.7297186819428845,-36.98413527294653,2075
62,217849,220029,2180,1.9435199638222826,-0.8134336747498878,-22.711080464143613,16955
63,230120,231634,1514,3.6042574536558902,-1.137697409998438,-17.518497284235714,10091
64,237316,237693,377,2.0978583380296243,-2.7631777261736232,-52.79352409485942,5682
65,237846,238054,208,1.5316610741192846,-5.389063581515671,-74.13397271067748,153
66,238085,238281,196,0.1807782554850519,-3.5392982770883634,-87.07601993320316,31
67,238547,238753,206,-0.588695998066953,1.0581323972493664,-60.91045776601006,266
68,238787,239013,226,-2.2462079146940113,-2.1932457845608866,44.31650090539086,34
69,239993,243506,3513,-0.5323773613471587,-1.566931026823056,71.23439618989609,980
70,243606,249587,5981,-1.292868225670631,-3.053667359127928,67.05306843883035,100
71,265698,265951,253,1.879123832066341,-3.5212873864006866,-61.91353084377522,16111
72,266998,267215,217,-1.422116341082841,-4.266992629285028,71.5676438555024,1047
73,267730,267920,190,-4.253658420960917,-3.352559312659807,38.2437309072252,515
0,468,554,86,-1.779434163657129,-1.4685596037258506,39.53271539418611,468
1,583,746,163,-6.587437922573372,-3.6530935622162986,29.01075808988388,29
2,1026,2976,1950,-12.141650035680314,0.5421254383869467,-2.556562119483014,280
3,3949,4096,147,-0.264860300356375,-2.447007631831113,83.82244353833687,973
4,4132,4190,58,-2.691926900188946,-0.38979643817438614,8.239276776777155,36
5,4207,4321,114,-4.061596037615715,-1.498523304524582,20.25150760630186,17
6,4658,4828,170,-2.62457283304785,-0.5884410761606773,12.636994313999661,337
7,4887,5113,226,0.7418242184015611,1.8165600607731704,67.78648803131675,59
8,5837,6094,257,0.601743651094182,-4.5029974345035555,-82.38855513226959,724
9,6311,6425,114,-2.820692097497414,0.35222690008107804,-7.117823934800429,217
10,6469,6799,330,-5.497807719162012,-3.9257897016032075,35.52928687689048,44
11,6845,6963,118,-5.193020537314851,0.8057664780999261,-8.819872605244273,46
12,7618,7699,81,-0.2987564871142183,-1.0076438756136383,73.48542839006247,655
13,8105,8233,128,-2.715418266437922,0.08495611187315433,-1.7920036195923044,406
14,8481,8622,141,-4.343302277359669,0.32408815087323717,-4.267383182777476,248
15,8699,8885,186,-4.489687981425703,1.2281698652115978,-15.29917149932368,77
16,9159,9302,143,-6.145292752692569,0.2762612122757986,-2.5739947857010894,274
17,9320,9535,215,-3.5478392512526824,-1.7677858030427132,26.48574992199397,18
18,9760,9890,130,-6.3714716991600255,1.9100735907381647,-16.687958172332426,225
19,10231,13887,3656,-9.912696581955686,-1.8797787851360255,10.737695335336605,341
20,13936,15986,2050,-8.832796618266542,-0.27626634628849445,1.7914753074848002,49
21,16675,16794,119,-1.5824555495716197,0.3311451112496968,-11.819181080199808,689
22,16827,21677,4850,-23.607406815416013,-0.8703619821664006,2.1114344507023715,33
23,22509,22636,127,-4.836417979052584,-0.3402933075539636,4.024732969526803,832
24,23354,23475,121,-3.0545353864590226,1.0586455026910357,-19.11537082119849,718
25,24083,24374,291,-7.640068278941115,0.636308118375922,-4.7609289574817755,608
26,25424,29655,4231,-12.253558682143009,0.031320120655564665,-0.14644780883949285,1050
27,30778,31185,407,-0.18445971061471766,-2.594538782859942,85.93337744722915,1123
28,31224,31446,222,-0.8627115099940141,-5.0530967221252325,80.31134918315546,39
29,31468,31569,101,-6.71089466139631,-0.24285332870746856,2.0725107864864243,22
30,31882,31938,56,-3.8689269013263754,0.09083821429379668,-1.3449957510510933,313
31,32249,32535,286,-7.5315162684428,2.377122477764715,-17.516913456007448,311
32,32594,32821,227,-8.550703140133976,-0.316436543261716,2.119382254583621,59
33,33248,39829,6581,-27.933838988317206,3.293149263323599,-6.723624534055197,427
34,40003,43831,3828,-10.07802142249308,0.25323707089256686,-1.4394058300064705,174
35,44259,44418,159,-2.82984564867715,-1.766809019675648,31.978519976642232,428
36,45235,49500,4265,-14.821363425171228,2.0315437337284834,-7.804817096910149,817
37,50581,50640,59,-1.6368574439496228,0.04483455528351499,-1.5689751565014998,1081
38,50659,50793,134,-3.4042321205787403,0.7010841326071642,-11.637070119567285,19
39,52033,52551,518,-2.4906473168912555,-0.6870748941942253,15.42215645092613,1240
40,59459,63977,4518,-0.3245188062673634,-3.6328888924671787,84.89542944670684,6908
41,64033,67462,3429,-1.479812000924241,-1.4254715869188175,43.92846488501213,56
42,68886,69257,371,-2.2723297849382504,-0.23150704831303415,5.817274888915853,1424
43,74585,74847,262,-1.7669840388930709,0.5174283690924426,-16.321686552058807,5328
44,77582,80109,2527,1.776463823322544,-2.549661242194418,-55.133336051707815,2735
45,80200,80945,745,0.09519543449810897,-1.2226952160919637,-85.54810090084369,91
46,82094,86625,4531,2.427965092988998,-6.357547437639212,-69.09800381619992,1149
47,86677,88278,1601,-1.5007673393017456,-0.631157768271521,22.809514322349138,52
48,89686,89827,141,2.249108764073739,2.4837126420053437,47.83780384590559,1408
49,89869,90125,256,-0.6341752420818807,-2.9206701672770095,77.74933331690438,42
50,90165,90509,344,-10.919781209126867,-6.812245104614448,31.957748896703322,40
51,90763,90984,221,-0.9946177736533315,0.41108921942978327,-22.45598153959888,254
52,91174,91336,162,-1.6792080003450565,-0.024236472722307667,0.826908388715848,190
53,91606,91978,372,-4.432514432394882,-2.9988952650893452,34.081005017166625,270
54,92548,95794,3246,-4.48000138955058,-2.328728065908905,27.465645811774944,570
55,95879,99091,3212,-5.154707879396568,-1.9395869614186836,20.62005678829781,85
56,101942,105744,3802,-7.24132854970938,-4.427146692595414,31.440454481615784,2851
57,105816,110198,4382,-6.338317254146432,-1.738027069808851,15.334137066550118,72
58,110265,110463,198,-0.06275986113575982,0.6418949040372581,-84.41578031082854,67
59,111020,111123,103,-1.6327000658028794,0.9409197491879127,-29.95470789391392,557
60,111288,111518,230,-2.208309653991577,-1.4599988883082915,33.47023214719257,165
61,111692,111819,127,-1.5608886133700253,1.5873425895394604,-45.48143399152052,174
62,113493,117746,4253,-7.436426263815179,-1.3498296365195728,10.288080555167868,1674
63,128936,129069,133,2.4193107913545617,0.40607704101253717,9.528178619283885,11190
64,129110,133013,3903,-8.621694009100182,-3.4103906265315374,21.581731502778304,41
65,133211,136738,3527,-3.738757404681806,-1.2548738253184553,18.55377511167832,198
66,136901,138400,1499,-4.903109853225956,0.34273019091115486,-3.9985039632120682,163
67,138556,139622,1066,-3.046810416992116,-0.6821133201827365,12.619171601573786,156
68,142642,142963,321,-6.936626522252595,-1.8200099249481383,14.701700329689682,3020
69,143202,143357,155,-6.688818859001472,0.29240579762586094,-2.5031262354629225,239
