,start,end,length,delta_x,delta_y,angle
37,52019,52151,132,0.2666867913930844,-1.9771456796772497,-7.681962258680016
38,52248,52340,92,-3.12661377766338,-2.0550647564609363,56.68382980853142
39,52378,52795,417,-20.4602088232934,3.2061494530299797,-81.09407901979849
40,52982,54560,1578,-22.781900389737814,-10.10860596038485,66.0725572113487
41,58373,58848,475,-15.103446391657371,-6.938556331653999,65.32584628951703
42,58921,59096,175,-5.512478544067704,-5.242101826143127,46.440147521231374
43,59170,59253,83,3.0031737594640333,-1.8843712807110506,-57.893374974226106
44,59279,60293,1014,-6.482553383329872,-6.2729098776434,45.941604898339996
45,69934,70146,212,0.21290775950359375,-0.8334006397562348,-14.330762751779163
46,70207,70883,676,-3.4887604247286674,-3.7737159912354485,42.75305561598376
47,72583,72803,220,-0.5170477987080488,-4.4453468358967285,6.634384054258497
48,72844,73181,337,-1.1282783711650524,-1.5398336344894972,36.23125668801383
49,73205,73618,413,-8.324401891628867,2.9300420468771335,-70.60883429883376
50,73701,73853,152,-4.140427091913281,-0.942079604266354,77.18160981658968
51,73914,74168,254,-12.03768158147777,-8.169716878270663,55.836101199588235
52,76553,76949,396,4.402966028264359,-4.850982494074387,-42.22827229487898
53,78695,79072,377,-2.117040789928339,-2.4595298592568042,40.72023022098497
54,80682,81224,542,3.0548000251816063,-5.388869227241031,-29.547694289032798
55,82291,82652,361,-2.6451028644815295,-3.47218169131159,37.300096535136475
56,84370,84651,281,-0.21671049875398296,0.3243112770672667,-33.75154275292044
57,84682,84808,126,0.30685302985318685,-0.9362351552116905,-18.146665093648767
58,84838,84881,43,-1.6664695908708467,-2.2545039341818836,36.47083050368347
59,84903,85774,871,-25.888016189759696,-6.886914533821027,75.10279854037418
60,98457,98646,189,-3.4247625026002453,-0.9833760566555583,73.97926864425226
61,98672,98927,255,-1.2784819468769513,-0.16351228420457176,82.71168600285796
62,98960,99324,364,-4.527030966942618,0.5310585480753929,-83.3093054070741
63,105432,105914,482,2.849325889261266,-6.292886781627246,-24.36031310227949
64,107758,107942,184,-1.7874761827178105,-0.017146605769028156,89.45039938388987
65,107985,108221,236,-1.9690991160697564,0.6494503201432877,-71.74635719083355
66,108266,108311,45,-2.993282014837064,-0.8170408707749033,74.73256686571223
67,108373,108543,170,-6.999769122782368,-5.672727207062124,50.97812667161618
68,108715,109006,291,-7.868481385980402,-15.877791575580574,26.36141578023187
69,113460,113707,247,0.5943083630393176,-2.011306156517435,-16.461555787102448
70,115779,116547,768,-1.7403861670976823,-3.553363559598324,26.094945575606282
71,116603,117110,507,0.6059302775941262,-1.7997544485056096,-18.607034130110872
72,121511,121830,319,2.2233328405235255,-6.795107675781523,-18.11789532844107
73,121857,122179,322,-1.986621928024178,-5.118064429471403,21.214162521841182
74,122206,122364,158,-2.017736182938762,-2.158173168353372,43.07385303803881
75,122387,122603,216,-3.2029651515431397,-3.3809852804851346,43.45118555694122
76,122628,122816,188,-3.8297141646576733,-7.940632722371959,25.747703065663718
77,123004,123112,108,2.8367613716288815,2.6995981162282305,46.41921208719811
78,123154,123344,190,-8.74842720790545,-5.701716590388244,56.90602754191403
79,124245,124794,549,-5.763531730051824,-4.045342007947852,54.93552215055807
80,125552,126813,1261,-4.753928141099479,-4.015806762241951,49.81106874050429
81,131031,131218,187,2.5004922452994833,-1.084747416003836,-66.5481466899476
82,131245,131395,150,0.2243069006010785,-1.9913556479268806,-6.426724822932307
83,131446,131546,100,-2.963142305190928,5.208181252642902,-29.637276393298244
84,131580,131679,99,-3.283114848190422,-3.8966051502551835,40.11607277320417
85,131710,132869,1159,-23.03855541633314,-11.35085273966034,63.77101956584952
86,134762,135389,627,4.301996922190483,-2.848915565315309,-56.48624085086079
87,141847,142355,508,0.04352184927027736,-3.311353405278922,-0.7530077292924839
88,142523,143963,1440,-0.1318223378797967,-2.3965281351389223,3.148412886892807
89,144100,144539,439,0.9659344280659212,-2.8719932224195475,-18.589281664734234
90,144582,145087,505,-2.754169781151319,-5.991051795873005,24.68889923478869
91,147409,147601,192,-0.47712512180697786,-1.3037037621106151,20.101445434890547
