,start,end,length,delta_x,delta_y,angle
0,103,141,38,1.3156317963358504,3.4569781039950556,20.83546290375833
1,163,203,40,-0.6021523223950425,-2.524848589703595,13.413926002197938
2,229,351,122,-23.18127946792694,1.1010077927762723,-87.28074850009685
3,354,394,40,-1.2724588572533406,-6.8303607708000555,10.552918170948724
4,446,553,107,-1.6417507389392938,-9.63478877302228,9.670218628447875
5,668,771,103,0.7557900829364144,-6.760824585741915,-6.378591081811608
6,860,929,69,3.264530222939726,-3.4085411902334926,-43.76369672768263
7,953,1123,170,2.881553243912009,-6.119454497901387,-25.214996004854594
8,1166,1752,586,-14.003299068184418,3.1222667785461056,-77.43056073409116
9,1754,1821,67,3.9611994917862177,-1.0448891209130267,-75.22305381668836
10,1845,2219,374,0.07468182978887228,-3.988198877167079,-1.072778401731813
11,2678,2710,32,1.8421326150947266,-0.4508691149810744,-76.24700289636448
12,2726,2849,123,6.464081291062811,-3.6000519792865333,-60.88517855510237
13,2879,3111,232,0.5934585128167384,-9.380050959024004,-3.620173024956426
14,3158,3308,150,-0.19277676935895727,-3.1138690227907233,3.542607709738315
15,5109,5154,45,2.3443913659733937,-2.237890387139302,-46.33142363054784
16,5178,5212,34,1.376731871994835,-4.838100862504916,-15.88425366104346
17,5240,5279,39,0.5094849535864796,-6.314776377507727,-4.612711813568937
18,5302,5389,87,2.9090674300012864,-7.3970772853121645,-21.468352133405645
19,5453,5590,137,3.580036563438682,-6.672707009603386,-28.21441983736952
20,5685,5747,62,-0.9244880565531162,-3.1631465281380713,16.29197807024659
21,5780,6037,257,-1.1056966665268817,0.8194953615588929,-53.4557297497702
22,8272,8319,47,-6.006662283694766,0.357489116388237,-86.59403439814415
23,8320,8540,220,5.412162369776681,-12.15086495328066,-24.0088488205058
24,8557,8660,103,4.410794023804797,-2.487292590160621,-60.580896970351716
25,8683,8858,175,5.144347764202294,-6.427627807879901,-38.672011365413994
26,8973,9060,87,-7.5442459538102185,5.9136131838724,-51.90861362678563
27,9060,9374,314,4.2622242854452,-8.4946734046502,-26.645327135780377
28,10311,10344,33,0.8841399731332871,-3.2191496851381913,-15.357614455940098
29,10375,10751,376,2.284712428621418,-12.74095571650652,-10.166249361437186
30,10839,11175,336,4.160094037709413,-6.311044748919784,-33.39194272392019
31,11202,11852,650,-0.20717950739764035,-4.430772392619005,2.677156560045587
32,14212,14426,214,2.169280243422108,-5.543765614519259,-21.37044888499314
33,14446,14594,148,1.194078081850762,-3.1935848545779777,-20.500718270024695
34,14707,14892,185,3.259865882763208,-8.368041512241376,-21.283967599554646
35,14907,15095,188,-0.9349762769878396,-2.2562991751062356,22.50837808709037
36,15119,15290,171,4.715504545168031,-5.088468702731049,-42.82139628805472
37,15345,15424,79,-0.08650227859776294,-10.294667953900358,0.48142386581829094
38,15452,15576,124,0.9423243057343029,-5.929104787599172,-9.030600855636536
39,15589,15718,129,4.623793954284011,-4.190999639036505,-47.810887186053385
40,15768,16051,283,-5.039020726948564,-5.945407259012612,40.28289168850746
41,16134,16304,170,1.1775619737961591,-6.863922873723951,-9.73479126383806
42,16411,16474,63,-8.036310549632276,-3.8514501298487005,64.39364945256153
43,16526,16605,79,3.900118457302341,-7.4992568602509095,-27.47746795434854
44,16788,16862,74,-0.2921795100800466,-6.307981597557841,2.6519887274943748
45,17032,17311,279,3.6484303442777417,-6.18386516930677,-30.540260477204917
46,18747,18782,35,4.012001829674617,0.9796312233046365,76.27829105343858
47,18818,19061,243,2.423484098634347,-15.700378191048827,-8.774826864893434
48,19141,19301,160,3.1001537579918903,-5.659392698761479,-28.71344846710501
49,19327,19546,219,2.626611433262184,-3.895774106627769,-33.988663249876254
50,23214,23533,319,2.6908118198489177,-7.230150520644088,-20.41352502224354
51,23597,23642,45,-9.025228750465828,4.107769543923183,-65.52767801020256
52,23653,23755,102,-6.122500583702717,-2.5827208001542488,67.12799625274688
53,23797,23867,70,2.0495133250326205,-4.237242140946307,-25.81260811117399
54,23909,24137,228,4.384271579023832,-9.508487742339256,-24.75396902415589
55,24149,24202,53,2.663192596441533,-3.7378519491725086,-35.46959849444274
56,24244,24396,152,1.0519262155248157,-6.641986334345248,-8.999486060343248
57,24456,24739,283,-0.4229647835069841,-10.281492098262277,2.3557319858135073
58,24857,25039,182,1.3917890488676363,-3.344748943716155,-22.592764343118393
59,25104,25221,117,0.3924327174917721,-7.764623701709382,-2.8933305169461936
60,25246,25322,76,0.3012713657882671,-8.874335152120707,-1.9443654835404345
61,25746,26256,510,-11.662285904924374,0.43555831344417584,-87.86113460722642
62,26303,26438,135,0.9905025328862962,-4.565170420009238,-12.241692171706495
63,26475,26544,69,-11.157669723413406,-1.062851299442471,84.55856831276274
64,26684,26822,138,1.1580535283929407,-8.436851734469485,-7.8156552912410975
65,26932,27137,205,-7.351681252233263,-9.82590594100958,36.80360567809555
66,29734,30023,289,7.5114553645089615,-3.2535571642840324,-66.58034230685881
67,30059,30174,115,-7.586439172540096,3.4672634891331597,-65.43797003826326
68,30281,30523,242,-14.956361831716109,2.7434639543597967,-79.60571521187511
69,30524,30752,228,6.371863825662544,-6.0071409327151315,-46.68761861756873
70,31642,31813,171,4.364225951833959,-3.557123219479834,-50.81776450339258
71,31903,32018,115,-4.599866437412885,6.157788600784599,-36.75972140683196
72,32018,32381,363,5.161140556914248,-6.065426318438398,-40.394839837227565
73,33640,33939,299,5.916804323141989,-8.16551923999424,-35.9274046182628
74,33970,34295,325,5.296402276578036,-3.9187739206893895,-53.50249984265296
75,34866,35125,259,3.4750584787102525,-5.107431099379255,-34.23108228848492
76,38522,38565,43,1.345954056550653,1.6318336296069589,39.51618162583652
77,38595,38680,85,2.0635115571469527,-6.10021481842702,-18.68906750323919
78,38697,38870,173,1.6985515038234809,-8.856282315175278,-10.856952497370465
79,38906,38975,69,-5.914213213647486,4.91312952929664,-50.28248349974857
80,39477,39667,190,4.5803296313885085,-4.873213800878716,-43.225463189673704
81,39724,39928,204,1.4821512674351283,-9.766805758796963,-8.629022316865688
82,40115,40226,111,-0.3154773552603416,-6.031705464947606,2.9940230827624936
83,40244,40355,111,4.878125661162812,-0.08547952022664163,-88.99610733818203
84,43368,43394,26,0.29247860347123833,-2.4393681300647643,-6.837087236530324
85,43422,43456,34,1.7265633935169689,-7.001035630388984,-13.853584051145367
86,43491,43582,91,0.7550200783248755,-7.4289933660827785,-5.803133235994541
87,43614,43819,205,-5.027560831570241,-2.765699622142563,61.184471503792906
88,43895,44058,163,1.5291594829440953,-6.980069992301935,-12.356861927724212
89,44096,44170,74,-1.7169711960906255,0.6217747481473594,-70.09292371541082
