,category,start,length
0,P,292,472.0
1,C,867,315.0
2,P,1221,599.0
3,C,1929,133.0
4,P,2082,9602.0
5,B,12530,340.0
6,P,12530,1577.0
7,B,15343,1236.0
8,C,15343,976.0
9,P,16453,4622.0
10,C,21177,252.0
11,P,21509,437.0
12,B,22452,506.0
13,P,22452,3280.0
14,B,28212,2415.0
15,C,28212,719.0
16,B,29974,1043.0
17,C,29974,6973.0
18,P,37374,1696.0
19,C,39158,6228.0
20,P,45482,5378.0
21,C,51017,4585.0
22,P,55844,5337.0
23,B,75424,14243.0
24,P,75424,1515.0
25,B,81287,4348.0
26,P,81287,14406.0
27,B,96467,571.0
28,C,96467,468.0
29,P,97010,19352.0
30,B,116877,343.0
31,P,116877,2225.0
32,B,119402,300.0
33,P,119402,7415.0
34,C,127246,641.0
35,P,128149,3202.0
36,C,131643,347.0
37,P,132167,5922.0
38,B,138404,315.0
39,C,138404,982.0
40,P,139488,9693.0
41,B,149814,396.0
42,P,149814,12396.0
43,B,162804,329.0
44,P,162804,4670.0
45,B,168458,690.0
46,P,168458,2077.0
47,B,172418,1883.0
48,P,172418,2055.0
49,C,174702,1467.0
50,P,176276,2462.0
51,B,181199,2322.0
52,P,181199,15982.0
53,C,197663,6350.0
54,B,204634,621.0
55,C,204634,11996.0
56,B,217732,901.0
57,P,217732,1124.0
58,B,223393,4537.0
59,P,223393,5534.0
60,B,229607,353.0
61,P,229607,3351.0
62,B,233848,890.0
63,P,233848,7643.0
64,C,241999,2569.0
65,P,244811,2967.0
66,B,248410,632.0
67,P,248410,4972.0
68,B,254334,697.0
69,C,254334,2465.0
70,P,257010,3882.0
71,B,261388,496.0
72,P,261388,3506.0
