,0,1
0,B,1077.0
1,P,186.0
2,C1,34.0
3,P,410.0
4,C1,101.0
5,P,59.0
6,C1,25.0
7,P,2418.0
8,C1,39.0
9,P,270.0
10,C1,153.0
11,P,9803.0
12,C2,356.0
13,P,1536.0
14,B,4481.0
15,C2,1297.0
16,B,763.0
17,P,1699.0
18,C1,71.0
19,C2,131.0
20,P,6895.0
21,C1,2394.0
22,P,4672.0
23,C2,246.0
24,P,3632.0
25,C2,217.0
26,P,4114.0
27,C2,209.0
28,P,2317.0
29,B,10660.0
30,P,2172.0
31,C2,6701.0
32,B,1069.0
33,P,255.0
34,B,567.0
35,C2,1255.0
36,C1,235.0
37,P,3654.0
38,B,447.0
39,P,839.0
40,B,324.0
41,P,2239.0
42,B,2061.0
43,P,745.0
44,B,13974.0
45,C1,138.0
46,P,88.0
47,C1,859.0
48,B,2246.0
49,C2,8670.0
50,C1,3057.0
51,P,2751.0
52,C2,1362.0
53,C1,3299.0
54,C2,12945.0
55,C1,2033.0
56,C2,3791.0
57,B,4216.0
58,C2,10562.0
59,P,525.0
60,C2,2395.0
61,C1,1357.0
62,C2,1078.0
63,P,431.0
64,C2,3385.0
65,C1,302.0
66,C2,1751.0
67,P,1238.0
68,B,1720.0
69,P,1992.0
70,C2,1428.0
71,P,2217.0
72,B,823.0
73,P,2569.0
74,B,1647.0
75,P,564.0
76,C2,552.0
77,P,408.0
78,B,1192.0
79,P,165.0
80,B,1748.0
81,P,194.0
82,C1,161.0
83,P,2500.0
84,B,3593.0
85,C2,2122.0
86,P,1347.0
87,C2,2116.0
88,P,2044.0
89,C2,833.0
90,P,567.0
91,B,3129.0
92,C2,2175.0
93,P,770.0
94,C1,73.0
95,P,6723.0
96,C2,2533.0
97,P,3549.0
98,C2,1130.0
99,P,1272.0
100,C2,4912.0
101,P,1293.0
102,B,2244.0
103,C2,3325.0
104,P,575.0
105,C2,257.0
106,P,10662.0
107,B,2465.0
108,P,9825.0
109,C2,1258.0
110,P,2560.0
