,start,end,length,delta_x,delta_y,angle,interval
0,337,2764,2427,-7.3655347961503,-3.5501550184198862,25.73385996297722,337
1,2795,3312,517,-3.4854864961885,-3.2382041831218373,42.89373861187432,31
2,3433,3928,495,-5.733263068116102,-1.3890668408512568,13.619300856288195,121
3,4012,4657,645,-8.9512211759085,0.7648828558216962,-4.8840664941602,84
4,4741,5290,549,-5.888747857058803,0.5845207660523357,-5.668646186282729,84
5,5677,6050,373,-5.917583635770413,1.0261590221786463,-9.837742395527817,387
6,6118,7356,1238,-4.283435283986535,1.50875679364529,-19.40382125673888,68
7,14404,19004,4600,-3.3066498040442696,-2.0709070001018404,32.05831925510015,7048
8,29827,30493,666,-3.883864923912327,-1.7417640416704074,24.15439975241696,10823
9,30544,35369,4825,2.2328525532225,-4.634895065667777,-64.2776396611217,51
10,48881,49663,782,-1.1376874269502082,-3.0800710637692106,69.72725676001505,13512
11,49721,53655,3934,3.1443083080051366,-3.455244608397294,-47.69748167840607,58
12,54059,59299,5240,-0.4321776035264122,-3.827678336176106,83.5580987942096,404
13,59380,60367,987,-2.125575963497539,-2.865355836117317,53.431266534204376,81
14,60482,61181,699,-2.8415716823126047,-3.138102344841073,47.83895894186552,115
15,61281,61869,588,-3.4599891840155976,1.1090565793269036,-17.77260756405472,100
16,62944,63921,977,-1.3784415401427026,-0.9804332518560415,35.42280121777509,1075
17,70689,77861,7172,-2.0058459857605158,-1.7610396772671209,41.281630961372834,6768
18,78218,80156,1938,0.2413505014366848,-1.1054685475611876,-77.68419895518228,357
19,80902,81364,462,0.6322474040816388,-1.492664013487385,-67.04395116530569,746
20,81399,85026,3627,4.501519628294702,-5.355451965890197,-49.951304340735334,35
21,85122,85574,452,0.9791732502816757,-2.9276609674594027,-71.50718829532708,96
22,85645,86390,745,2.0375410097686455,-2.483184638858674,-50.62990808964603,71
23,86468,87251,783,-0.784198294410217,-3.309227624703084,76.66835615819221,78
24,88670,88879,209,0.6542903974313248,-3.9779845541653174,-80.65974072184997,1419
25,88926,91847,2921,1.862042657072081,-2.3206162182305548,-51.256739707164854,47
26,91926,92150,224,1.5855025034392867,-1.6333487502654407,-45.85160385373268,79
27,92234,93812,1578,-0.2704380984266379,-2.0685859841790375,82.55163812795178,84
28,93948,94451,503,-2.0076080838047545,1.103377356251599,-28.793106442140687,136
29,94516,97284,2768,0.04768236145048377,-2.242946785290343,-88.78214381435696,65
30,97382,101887,4505,-0.7237657985310051,-1.3468673923990764,61.74776055441317,98
31,102007,104042,2035,-1.4121580875469988,-0.46976203300543773,18.399983982473263,120
32,105942,108186,2244,1.5947144749353868,-3.5157532087316667,-65.60137741663702,1900
33,115430,117084,1654,-0.0484521152159374,-0.6635304481815751,85.82357790639645,7244
34,117431,118436,1005,0.07725914663561184,-3.2561630540265867,-88.6407951480375,347
35,118989,119894,905,-1.509067962854715,-4.231129225703242,70.37079489775404,553
36,137651,139581,1930,2.0399672022750366,-2.543045500038616,-51.264289954645825,17757
37,140137,142181,2044,-0.04679175260993418,-2.519652364911522,88.93609854879136,556
38,158349,159484,1135,-2.2714620831763312,-3.9959495784558214,60.384319043659055,16168
39,172213,173684,1471,0.12212185546675869,-2.172917417341125,-86.78325844145655,12729
40,180394,183932,3538,2.1366513671039797,-2.187888921241793,-45.67881394371759,6710
41,186168,187607,1439,0.6463619052480425,-2.2154582773334397,-73.73534853210619,2236
42,191480,192129,649,1.8508754160344694,-3.8428537223152404,-64.2826329800767,3873
43,192195,194316,2121,0.08609467508783553,-2.798068502759719,-88.23760366518874,66
44,198203,202433,4230,-1.3180682638741956,0.00955698445667963,-0.41543013635571,3887
45,206276,209481,3205,-0.7489707738139373,-3.370677342754078,77.47230408248139,3843
46,211961,212968,1007,-1.1030182874792303,-2.4529632921973246,65.78809126503671,2480
47,213316,215285,1969,2.320391097627052,-2.814181717421093,-50.49322782740933,348
48,215652,218969,3317,0.7321763047289949,-3.5846960987644394,-78.45608600029202,367
49,222125,222798,673,-1.0786465628600865,-1.5813729021670042,55.70229688715723,3156
50,229103,232885,3782,-0.8493500634027527,-2.3448106072264636,70.08832441005032,6305
51,233170,236529,3359,-2.2696533927056777,-4.409936813903741,62.76656890767245,285
52,241627,244399,2772,0.1767141227569482,-1.8265353263747102,-84.47393169655128,5098
53,244734,247516,2782,-0.9551321609507255,-2.682389483031926,70.40045058329044,335
54,247679,249482,1803,-0.17451281954980402,-1.082047013763244,80.83821509513285,163
55,254243,256509,2266,-0.749310504599336,-4.448386308213671,80.43854332498468,4761
56,256622,257197,575,-1.6078939173251712,1.5594983808183116,-44.124628723835016,113
57,257274,258648,1374,0.6800782163830377,-1.9139145821854697,-70.43816327985068,77
58,260794,261174,380,-1.3743549018222154,-0.37013113609644677,15.072861462214128,2146
59,261472,262639,1167,-0.10664573684762502,-1.3531247725125155,85.4935821282385,298
60,265250,267124,1874,0.6542806117553681,-1.2085106473321758,-61.569144201886026,2611
