,0,1
0,P,2934.0
1,B,2258.0
2,P,11959.0
3,C,338.0
4,P,1211.0
5,B,4187.0
6,P,6632.0
7,B,3537.0
8,P,12456.0
9,B,871.0
10,P,2671.0
11,C,4931.0
12,P,1237.0
13,B,678.0
14,P,13579.0
15,C,4953.0
16,P,388.0
17,B,682.0
18,C,220.0
19,B,573.0
20,P,2221.0
21,B,500.0
22,P,893.0
23,B,415.0
24,P,860.0
25,B,2985.0
26,P,361.0
27,B,3699.0
28,P,643.0
29,B,841.0
30,P,309.0
31,C,2375.0
32,B,2594.0
33,P,871.0
34,C,1374.0
35,B,12273.0
36,P,5395.0
37,B,307.0
38,C,4198.0
39,B,480.0
40,C,259.0
41,P,678.0
42,B,2449.0
43,P,4659.0
44,C,161.0
45,P,2036.0
46,C,3756.0
47,B,654.0
48,P,457.0
49,C,1264.0
50,B,5169.0
51,P,7072.0
52,B,535.0
53,C,1418.0
54,B,480.0
55,P,6097.0
56,B,3157.0
57,P,1588.0
58,B,1862.0
59,P,3387.0
60,B,472.0
61,P,1459.0
62,B,494.0
63,P,654.0
64,B,1646.0
65,P,1755.0
66,B,2310.0
67,P,180.0
68,B,316.0
69,P,729.0
70,C,316.0
71,P,6941.0
72,B,517.0
73,P,6398.0
74,C,2555.0
75,B,2302.0
76,P,363.0
77,B,2209.0
78,P,1108.0
79,C,2775.0
80,P,3063.0
81,B,679.0
82,P,3138.0
83,C,2165.0
84,B,2909.0
85,P,506.0
86,C,3206.0
87,B,349.0
88,P,1258.0
89,B,2485.0
90,P,1100.0
91,B,3138.0
92,P,3083.0
93,B,890.0
94,P,1249.0
95,B,348.0
96,P,694.0
97,B,3143.0
98,P,6101.0
99,B,611.0
100,P,2712.0
101,C,244.0
102,P,4311.0
103,B,736.0
104,P,3845.0
105,B,2597.0
106,C,2736.0
107,B,588.0
108,P,2900.0
