,category,start,length
0,B,646,646.0
1,C2,646,212.0
2,P,888,438.0
3,C2,1357,275.0
4,C1,1664,3542.0
5,P,5241,18252.0
6,B,41864,18130.0
7,C2,41864,792.0
8,B,43152,496.0
9,C2,43152,1431.0
10,B,45082,499.0
11,C1,45082,163.0
12,B,60576,15306.0
13,C2,60576,577.0
14,B,76933,15780.0
15,C1,76933,3830.0
16,B,94427,13664.0
17,C1,94427,9829.0
18,B,114167,9911.0
19,C1,114167,2427.0
20,B,127980,11386.0
21,P,127980,447.0
22,B,129148,721.0
23,C1,129148,2148.0
24,B,136075,4779.0
25,C1,136075,10698.0
26,B,163182,16409.0
27,P,163182,286.0
28,B,166701,3233.0
29,C1,166701,6282.0
