,0,1
0,B,386.0
1,C2,172.0
2,P,31.0
3,C2,43.0
4,P,11732.0
5,C1,95.0
6,P,5715.0
7,B,14888.0
8,C1,5086.0
9,B,1242.0
10,C1,3661.0
11,C2,6480.0
12,B,410.0
13,C2,218.0
14,C1,4271.0
15,B,400.0
16,P,641.0
17,B,1820.0
18,P,1711.0
19,B,656.0
20,C2,4882.0
21,C1,190.0
22,C2,905.0
23,B,2901.0
24,P,7765.0
25,C2,143.0
26,C1,4285.0
27,P,4149.0
28,C2,742.0
29,P,6810.0
30,C2,3151.0
31,B,361.0
32,C2,117.0
33,P,72.0
34,C2,117.0
35,P,1350.0
36,B,906.0
37,P,12402.0
38,C1,3076.0
39,B,322.0
40,C2,76.0
41,C1,11630.0
42,P,1663.0
43,B,8041.0
44,C1,7640.0
45,C2,295.0
46,P,5382.0
47,B,1407.0
48,C2,184.0
49,P,5471.0
50,B,654.0
51,C2,76.0
52,B,1723.0
53,P,58.0
54,C2,325.0
55,B,485.0
56,C2,93.0
57,B,316.0
58,C1,91.0
59,B,2596.0
60,C2,412.0
61,B,951.0
62,C2,835.0
63,P,766.0
64,B,7351.0
65,C2,4575.0
