,category,start,length
0,B,578,578.0
1,C2,578,62.0
2,P,662,54.0
3,C2,927,205.0
4,P,1174,582.0
5,C1,1856,293.0
6,B,4735,2586.0
7,C1,4735,7919.0
8,B,41018,28364.0
9,C2,41018,2803.0
10,B,83301,39480.0
11,C2,83301,393.0
12,C1,83738,9953.0
13,B,125128,31437.0
14,C1,125128,972.0
15,B,140421,14321.0
16,C1,140421,369.0
17,B,144396,3606.0
18,C2,144396,98.0
19,B,146147,1653.0
20,C2,146147,259.0
21,P,146445,620.0
22,C1,147094,299.0
23,P,147700,51.0
24,C2,147773,46.0
25,B,150713,2894.0
26,C1,150713,259.0
27,B,155313,4319.0
28,C2,155313,15539.0
29,B,171714,862.0
30,C1,171714,1440.0
