,category,start,length
0,C,384,141.0
1,B,568,821.0
2,C,568,69.0
3,B,1458,4657.0
4,P,1458,211.0
5,B,6326,1457.0
6,C,6326,237.0
7,B,8020,5331.0
8,C,8020,301.0
9,B,13828,9173.0
10,C,13828,298.0
11,B,23319,300.0
12,C,23319,135.0
13,B,23754,14095.0
14,C,23754,200.0
15,B,38049,327.0
16,C,38049,1388.0
17,B,39764,806.0
18,C,39764,572.0
19,B,41419,12551.0
20,P,41419,1299.0
21,B,55269,10891.0
22,C,55269,30392.0
23,B,96924,13204.0
24,C,96924,15303.0
25,B,125431,355.0
26,C,125431,16609.0
27,B,142559,8544.0
28,C,142559,18916.0
29,B,170382,2663.0
30,C,170382,155.0
31,B,173200,423.0
32,C,173200,1336.0
33,B,175035,19608.0
34,C,175035,7425.0
35,B,202202,10131.0
36,C,202202,5844.0
37,B,218177,11520.0
38,C,218177,2378.0
39,B,232124,4196.0
40,C,232124,30650.0
41,C,267323,1442.0
