,category,start,length
0,B,1039,1144.0
1,P,1039,304.0
2,B,2508,1616.0
3,P,2508,307.0
4,B,4431,585.0
5,C,4431,216.0
6,B,5232,1667.0
7,C,5232,344.0
8,B,7280,2832.0
9,C,7280,2237.0
10,B,12415,2130.0
11,C,12415,13659.0
12,B,28512,17021.0
13,C,28512,20889.0
14,B,66619,6870.0
15,P,66619,1615.0
16,C,75104,13225.0
17,P,88491,213.0
18,C,88751,34183.0
19,B,123523,11916.0
20,C,123523,11550.0
21,B,147125,3520.0
22,C,147125,39439.0
23,B,190529,9989.0
24,C,190529,6607.0
25,B,207125,6504.0
26,C,207125,24385.0
27,B,238237,6721.0
28,C,238237,20275.0
29,C,265585,1459.0
