,category,start,length
0,B,416,416.0
1,C2,416,48.0
2,P,483,8176.0
3,B,11488,1979.0
4,P,11488,1973.0
5,C1,13509,527.0
6,P,14090,2111.0
7,B,18593,2392.0
8,P,18593,12773.0
9,B,33399,1669.0
10,P,33399,14618.0
11,B,50082,1634.0
12,P,50082,31658.0
13,B,82970,524.0
14,P,82970,6200.0
15,C2,89288,3693.0
16,P,93051,4274.0
17,C2,97398,7782.0
18,B,107170,1879.0
19,P,107170,3777.0
20,C2,111018,2900.0
21,P,113987,554.0
22,B,115288,747.0
23,C2,115288,79.0
24,P,115386,11846.0
25,B,134035,6588.0
26,P,134035,3667.0
27,B,140683,2981.0
28,P,140683,4984.0
29,C2,145834,342.0
30,P,146316,65.0
31,C2,146397,115.0
32,B,147463,924.0
33,P,147463,496.0
34,B,150696,2557.0
35,C1,150696,214.0
36,B,151257,347.0
37,P,151257,1020.0
38,C2,152422,78.0
39,P,152512,54.0
40,C1,152587,374.0
41,B,153524,563.0
42,C1,153524,6561.0
43,P,160353,6363.0
44,B,170256,3320.0
45,P,170256,9144.0
46,C1,179558,1839.0
47,P,181453,5103.0
48,B,188235,1521.0
49,P,188235,43635.0
50,B,233607,439.0
51,P,233607,283.0
52,B,236862,2972.0
53,C2,236862,541.0
54,P,237528,21735.0
55,B,263058,3455.0
56,P,263058,2653.0
57,C2,265777,723.0
