,category,start,length
0,C2,143,231.0
1,P,571,87.0
2,B,2889,2231.0
3,P,2889,2387.0
4,B,5868,434.0
5,P,5868,23603.0
6,B,32652,2373.0
7,P,32652,953.0
8,B,35791,2186.0
9,P,35791,530.0
10,B,38233,1912.0
11,P,38233,13916.0
12,B,53283,938.0
13,C2,53283,59.0
14,P,53370,372.0
15,B,57507,3710.0
16,P,57507,2323.0
17,B,72124,12294.0
18,P,72124,29880.0
19,C2,102541,332.0
20,B,112130,9257.0
21,P,112130,8831.0
22,B,125510,4282.0
23,P,125510,8473.0
24,B,138289,4273.0
25,P,138289,3777.0
26,B,145638,3572.0
27,P,145638,3924.0
28,B,153556,3994.0
29,P,153556,4505.0
30,B,160743,2551.0
31,P,160743,17738.0
32,B,181059,2207.0
33,P,181059,8016.0
34,B,198206,8909.0
35,P,198206,3912.0
36,B,202440,322.0
37,P,202440,7345.0
38,B,213131,3274.0
39,P,213131,267.0
40,B,213721,323.0
41,P,213721,11263.0
42,B,227581,2538.0
43,P,227581,5648.0
44,B,236200,2860.0
45,P,236200,4445.0
46,B,246623,5978.0
47,P,246623,4650.0
48,B,251841,336.0
49,P,251841,8921.0
50,B,269923,8970.0
51,P,269923,203.0
