,start,end,length,delta_x,delta_y,angle,interval
0,251,413,162,-3.0991202781516876,-2.558144645726017,39.537703296302666,251
1,436,573,137,-5.251985031575472,-1.4041691117710826,14.968482142345957,23
2,726,800,74,-2.199673815350579,-1.9671325600947256,41.80574887120206,153
3,819,918,99,-7.2525516515192265,-1.4306404408330025,11.158916883879876,19
4,1141,1215,74,-4.277161861492772,-1.6801846631434785,21.44624017056161,223
5,1245,1471,226,-17.30004342811543,-4.203367101242463,13.65644861594427,30
6,1496,1700,204,-16.39925389125608,-6.985473131208721,23.07220356640371,25
7,2018,2259,241,-14.30571225292772,-1.1748574761124928,4.6948833228717595,318
8,2290,2423,133,-8.201750983610552,-2.2992789354863987,15.660309603541522,31
9,2653,2735,82,-3.00610302896699,-0.7251361909402476,13.561881180307626,230
10,2758,2912,154,-8.130717552110724,-0.9917102185282829,6.954063558231973,23
11,2929,2991,62,-2.3865434924019837,-4.2754324508967585,60.8297748238178,17
12,3018,3082,64,-4.903784925231093,-1.4046105325644618,15.983510898527998,27
13,3099,3157,58,-5.58360635521035,-0.4476879463320955,4.584111557058315,17
14,3420,3539,119,-3.0833311132543457,-0.587052327999217,10.779835706314076,263
15,3570,3724,154,-7.8003453700413985,-2.3530861553813907,16.786690825240406,31
16,3928,4082,154,-5.910880534882082,-12.268464021223679,64.27548083289523,204
17,4103,4187,84,-4.6214381029586775,-1.7767707427161241,21.029891650165926,21
18,4628,4863,235,-9.582113768924543,2.3708586488428267,-13.89732493161738,441
19,5492,5609,117,-1.574258108772554,-0.031746353275678985,1.1552651644992955,629
20,5797,6121,324,-2.8454189945002213,-0.9591885289972453,18.628921505542305,188
21,6153,6387,234,-2.6612217090468846,-1.0688536792834782,21.88237900329354,32
22,6903,7004,101,-3.26301828258741,0.14663217541945528,-2.573003176333881,516
23,7285,7346,61,1.5805499775038072,-2.168504281087337,-53.91294854193914,281
24,7662,7827,165,-2.7991530537155143,4.327430902188169,-57.10361742972616,316
25,8657,8993,336,-3.4333045832232187,-3.611980323240843,46.452769044289,830
26,9046,9149,103,-5.123594731918061,1.3814593183011112,-15.089652386073364,53
27,9568,23996,14428,-12.70956515333117,-1.5686372803943414,7.0359654971776875,419
28,24202,30022,5820,-4.238636170576143,-1.0820354567272403,14.3205686678902,206
29,30098,30450,352,-0.8653193804464081,-2.7960499172814934,72.80378962182719,76
30,30484,30847,363,-2.0355560053296387,-1.482513246680739,36.0661786700603,34
31,30871,31145,274,-0.7443517262880022,-2.3686743349892367,72.55476602050373,24
32,48476,66630,18154,-8.179504919138765,-0.33961050051374286,2.3775373745526114,17331
33,66957,79513,12556,-3.5281622211825976,0.3447195352155603,-5.580379041378042,327
34,79790,84269,4479,0.1199616043939642,0.6376372176575984,79.34522533327967,277
35,84489,107407,22918,-7.5581974292256575,-1.0108813929695373,7.617893427120173,220
36,108598,108671,73,-0.42402005685681843,-0.004606961928203646,0.6224919900692139,1191
37,108695,108992,297,-2.9177409271858465,2.398434037462252,-39.420802296667176,24
38,109294,109470,176,-3.230284815386227,-1.0859882342713973,18.582110406939304,302
39,109485,109694,209,-1.0482946271790752,-0.6841943027033466,33.13142675690287,15
40,110150,110389,239,0.033906426451693505,-1.9671945363778605,-89.01255175552768,456
41,110445,110598,153,-3.009594895868119,1.4364559215084398,-25.514775294426627,56
42,110619,110924,305,-5.587300108069613,-1.005835354368557,10.205178915249103,21
43,111326,112866,1540,-2.1425610922836,-1.697165870902154,38.38345507629351,402
44,125029,132189,7160,-4.456555190359239,0.0953152274389879,-1.2252350860041548,12163
45,144896,152339,7443,1.3109899036287516,-1.2906988854183226,-44.55314942397348,12707
46,152470,152822,352,1.075684758916296,-2.8123531405479554,-69.06886400845205,131
47,152975,153149,174,0.28667050289990925,0.38628739408487434,53.42025606188521,153
48,153184,156642,3458,-2.3561964630757046,-2.329727366535863,44.67636021306864,35
49,188157,188951,794,-0.5325637579947653,1.195205037832281,-65.98303147778068,31515
50,230758,231107,349,1.5081344560324226,-3.398581680605062,-66.07055036086257,41807
51,231255,235464,4209,-1.5320427233491216,0.2101635792188432,-7.8110063505452265,148
52,238568,238801,233,3.1466090486673863,-4.180125936317069,-53.02922639822498,3104
53,238945,239007,62,2.346891814265746,-2.0762010376344477,-41.49789861904751,144
54,239059,239252,193,-0.6150911699587311,-1.9429933689777954,72.43383523453655,52
55,239299,239602,303,-6.261695168139497,3.6888939521254116,-30.50321726051,47
56,239966,240033,67,-1.572654416294128,-2.1197608818955445,53.42821374778488,364
57,240056,240154,98,-5.132832212337334,1.3184397109546353,-14.405784647238567,23
58,240531,240661,130,-4.63576465152164,7.478091501082716,-58.20469618117658,377
59,240940,241045,105,-3.892794178756361,1.0997908822736377,-15.776029056820962,279
60,241254,241456,202,-3.9751934111463214,1.0905631227424095,-15.341203589567385,209
61,241840,242100,260,-5.38827100304988,2.9544597833008908,-28.736537390418942,384
62,242534,242751,217,-3.67750540962264,0.6182949743878225,-9.54381884075561,434
63,242966,243105,139,-3.8178712473109613,-0.6142437966606735,9.139792799584653,215
64,243140,243206,66,-1.1410503578204043,0.6766015295613244,-30.666405342461477,35
65,244947,246515,1568,-5.217087548451914,-1.5813732700788705,16.862800835205462,1741
66,259764,269172,9408,-4.603763268972543,-3.306001203930279,35.682446043567666,13249
