,category,start,length
0,P,232,268.0
1,C,616,608.0
2,P,1441,972.0
3,B,8831,6096.0
4,C,8831,1410.0
5,B,10591,350.0
6,C,10591,4117.0
7,P,14838,611.0
8,B,17629,2180.0
9,C,17629,8496.0
10,P,26682,1851.0
11,C,28688,1662.0
12,P,30410,1866.0
13,B,36880,4604.0
14,C,36880,3059.0
15,B,42318,2051.0
16,C,42318,6818.0
17,P,49298,3463.0
18,B,59255,6266.0
19,C,59255,2246.0
20,P,61566,2860.0
21,B,90033,25607.0
22,C,90033,782.0
23,B,95366,4551.0
24,C,95366,2279.0
25,B,111183,13538.0
26,C,111183,764.0
27,B,114377,2430.0
28,C,114377,1045.0
29,B,152938,37474.0
30,C,152938,168.0
31,P,153172,527.0
32,C,153972,11513.0
33,P,166124,2016.0
34,C,168184,3901.0
35,B,173761,1676.0
36,C,173761,1435.0
37,B,176476,1178.0
38,C,176476,2739.0
39,B,209311,30096.0
40,C,209311,2057.0
41,B,222170,10802.0
42,C,222170,2654.0
43,B,231177,6353.0
44,C,231177,1576.0
45,B,234101,1288.0
46,C,234101,2956.0
