,category,start,length
0,C,126,254.0
1,P,453,92.0
2,C,569,230.0
3,P,1048,84.0
4,B,1986,854.0
5,C,1986,1075.0
6,B,4554,899.0
7,P,4554,1066.0
8,B,10601,4981.0
9,C,10601,526.0
10,B,12008,654.0
11,C,12008,910.0
12,B,22399,9019.0
13,C,22399,3654.0
14,B,32423,5813.0
15,C,32423,390.0
16,B,33756,783.0
17,P,33756,2026.0
18,B,39049,3267.0
19,C,39049,3053.0
20,B,44017,1915.0
21,P,44017,1950.0
22,B,56098,10131.0
23,C,56098,387.0
24,B,56844,359.0
25,C,56844,285.0
26,B,59534,2405.0
27,C,59534,2259.0
28,B,63849,2056.0
29,C,63849,7879.0
30,B,72102,317.0
31,P,72102,8680.0
32,B,82103,1321.0
33,C,82103,372.0
34,B,85851,3376.0
35,P,85851,477.0
36,C,86379,1230.0
37,B,90534,2925.0
38,C,90534,510.0
39,P,91178,534.0
40,B,92741,973.0
41,C,92741,2934.0
42,B,96547,872.0
43,C,96547,1088.0
44,P,97689,1369.0
45,B,122940,23882.0
46,C,122940,2020.0
47,B,129687,4727.0
48,C,129687,855.0
49,B,134728,4186.0
50,C,134728,4962.0
51,B,140199,509.0
52,P,140199,277.0
53,B,144438,3962.0
54,C,144438,664.0
55,B,160783,15681.0
56,P,160783,4096.0
57,C,164986,1325.0
58,B,177404,11093.0
59,P,177404,1685.0
60,C,179134,3791.0
61,B,183825,900.0
62,C,183825,178.0
63,B,185226,1223.0
64,C,185226,3015.0
65,P,188304,1165.0
66,B,197192,7723.0
67,P,197192,2125.0
68,C,199387,1857.0
69,B,210619,9375.0
70,P,210619,1407.0
71,B,231252,19226.0
72,C,231252,6345.0
73,B,240985,3388.0
74,C,240985,1013.0
75,B,247138,5140.0
76,C,247138,959.0
77,B,251966,3869.0
78,C,251966,1907.0
79,B,254739,866.0
80,C,254739,1845.0
81,B,258187,1603.0
82,C,258187,4154.0
83,B,264085,1522.0
84,P,264085,357.0
85,B,265006,531.0
86,C,265006,413.0
87,B,266602,1183.0
88,P,266602,6898.0
89,C,273566,1351.0
90,B,275342,425.0
91,C,275342,313.0
92,B,288269,12614.0
93,C,288269,216.0
94,B,297862,9377.0
95,P,297862,3622.0
96,B,326856,25372.0
97,C,326856,555.0
98,B,330134,2656.0
99,C,330134,3992.0
100,B,337714,3501.0
101,C,337714,4028.0
102,B,342656,845.0
103,C,342656,1426.0
104,B,345948,1866.0
105,C,345948,2384.0
106,B,351486,3154.0
107,C,351486,1769.0
108,P,353380,3526.0
109,C,356973,9969.0
110,B,371808,4792.0
111,C,371808,2473.0
112,B,390183,15902.0
113,C,390183,12130.0
114,B,417151,14621.0
115,C,417151,1178.0
116,B,425437,7108.0
117,C,425437,2497.0
118,B,438382,10448.0
119,C,438382,1499.0
120,B,450491,10610.0
121,C,450491,324.0
122,B,451222,407.0
123,P,451222,262.0
124,B,451966,482.0
125,C,451966,456.0
126,B,452993,571.0
127,C,452993,634.0
128,P,453678,466.0
129,C,454200,836.0
130,B,455644,559.0
131,C,455644,609.0
132,B,457180,927.0
133,P,457180,1727.0
134,C,459233,520.0
135,B,462142,2389.0
136,C,462142,869.0
137,B,464158,1147.0
138,C,464158,1231.0
139,B,468601,3212.0
140,P,468601,206.0
141,C,468839,3900.0
142,B,474087,1086.0
143,P,474087,1282.0
144,B,478698,3329.0
145,C,478698,166.0
146,P,479088,816.0
147,B,480834,884.0
148,C,480834,582.0
149,B,521029,39613.0
150,P,521029,3067.0
151,B,533563,9467.0
152,P,533563,1826.0
153,B,541770,6381.0
154,C,541770,348.0
